,project,file,rel,h_LOC,k_LOC,h_CC,k_CC,h_bfs,k_bfs,h_churn,k_churn,h_num_pre,k_num_pre,h_num_post,k_num_post,h_exp,k_exp,h_num_bugs,k_num_bugs
160,camel,/camel/component/file/FileComponent.java,2.10.0,62,24.0,3,3.0,3,3.0,0,0,0,0,1,1.0,441.0,440.0,1,1.0
161,camel,/camel/component/file/FileConsumer.java,2.10.0,167,101.0,20,20.0,2,2.0,0,5,0,1,1,1.0,1032.0,944.0,1,1.0
162,camel,/camel/component/file/FileEndpoint.java,2.10.0,161,99.0,23,23.0,2,2.0,1,2,0,1,1,1.0,441.0,440.0,1,1.0
163,camel,/camel/component/file/FileOperations.java,2.10.0,341,242.0,50,50.0,8,8.0,77,71,1,2,1,1.0,1075.0,944.0,1,1.0
164,camel,/component/file/strategy/MarkerFileExclusiveReadLockStrategy.java,2.10.0,101,59.0,12,12.0,18,18.0,0,0,0,0,2,2.0,475.5,880.0,1,2.0
165,camel,/camel/component/mock/MockEndpoint.java,2.10.0,1316,802.0,199,199.0,46,46.0,7,0,0,0,1,1.0,432.0,440.0,1,1.0
166,camel,/camel/component/properties/PropertiesComponent.java,2.10.0,377,246.0,57,57.0,9,9.0,30,0,0,0,1,1.0,471.0,440.0,1,1.0
167,camel,/camel/component/seda/SedaConsumer.java,2.10.0,333,217.0,45,45.0,7,7.0,44,13,1,1,1,1.0,49.0,48.0,1,1.0
168,camel,/camel/component/seda/SedaEndpoint.java,2.10.0,384,279.0,65,65.0,2,2.0,42,22,1,1,1,1.0,13.0,13.0,1,1.0
169,camel,/camel/component/seda/SedaProducer.java,2.10.0,198,128.0,25,25.0,26,26.0,5,1,1,1,1,1.0,13.0,13.0,1,1.0
170,camel,/camel/component/timer/TimerConsumer.java,2.10.0,144,97.0,18,18.0,15,15.0,13,13,1,1,1,1.0,1036.0,944.0,1,1.0
171,camel,/camel/component/timer/TimerEndpoint.java,2.10.0,183,131.0,29,29.0,2,2.0,0,0,0,0,1,1.0,1037.0,944.0,1,1.0
172,camel,/camel/component/validator/ValidatorComponent.java,2.10.0,68,35.0,3,3.0,3,3.0,0,0,0,0,1,1.0,1068.0,944.0,1,1.0
173,camel,/camel/component/xslt/XsltComponent.java,2.10.0,162,109.0,25,25.0,4,4.0,38,0,0,0,1,1.0,139.0,111.0,1,1.0
174,camel,/apache/camel/converter/IOConverter.java,2.10.0,499,330.0,66,66.0,10,10.0,66,91,2,3,1,1.0,434.0,440.0,1,1.0
175,camel,/apache/camel/impl/ConsumerCache.java,2.10.0,224,128.0,27,27.0,10,10.0,0,0,0,0,1,1.0,1063.0,944.0,1,1.0
176,camel,/apache/camel/impl/DefaultCamelContext.java,2.10.0,2484,1773.0,433,433.0,19,3.0,61,44,3,4,3,1.0,1043.0,944.0,2,1.0
177,camel,/apache/camel/impl/DefaultComponent.java,2.10.0,375,166.0,41,40.0,26,0.0,4,0,0,0,1,0.0,1048.0,0.0,1,0.0
178,camel,/apache/camel/impl/ProducerCache.java,2.10.0,500,273.0,63,63.0,14,14.0,3,0,0,0,2,2.0,1061.5,1888.0,1,2.0
179,camel,/apache/camel/impl/ScheduledBatchPollingConsumer.java,2.10.0,115,62.0,12,12.0,12,12.0,0,0,0,0,1,1.0,1018.0,944.0,1,1.0
180,camel,/camel/impl/converter/AsyncProcessorTypeConverter.java,2.10.0,53,23.0,5,5.0,2,2.0,0,0,0,0,1,1.0,1060.0,944.0,1,1.0
181,camel,/language/simple/ast/DoubleQuoteStart.java,2.10.0,55,27.0,5,5.0,11,11.0,0,0,0,0,1,1.0,1015.0,944.0,1,1.0
182,camel,/language/simple/ast/SingleQuoteStart.java,2.10.0,55,27.0,5,5.0,11,11.0,0,0,0,0,1,1.0,1015.0,944.0,1,1.0
183,camel,/apache/camel/model/MarshalDefinition.java,2.10.0,151,111.0,13,13.0,2,2.0,0,0,0,0,1,1.0,483.0,440.0,1,1.0
184,camel,/apache/camel/model/OnExceptionDefinition.java,2.10.0,902,487.0,120,120.0,2,4.0,13,0,0,0,1,2.0,1040.0,1888.0,1,2.0
185,camel,/apache/camel/model/ProcessorDefinition.java,2.10.0,3146,1305.0,271,269.0,27,27.0,8,0,0,0,1,1.0,19.0,13.0,1,1.0
186,camel,/apache/camel/model/UnmarshalDefinition.java,2.10.0,155,115.0,13,13.0,2,2.0,0,0,0,0,1,1.0,483.0,440.0,1,1.0
187,camel,/apache/camel/model/WireTapDefinition.java,2.10.0,394,241.0,57,57.0,12,14.0,2,0,0,0,1,2.0,470.0,1384.0,1,2.0
188,camel,/apache/camel/processor/Enricher.java,2.10.0,239,125.0,25,25.0,15,15.0,11,0,0,0,1,1.0,1.0,0.0,1,1.0
189,camel,/apache/camel/processor/LoggingErrorHandler.java,2.10.0,48,14.0,2,2.0,6,6.0,0,0,0,0,1,1.0,1054.0,944.0,1,1.0
190,camel,/apache/camel/processor/MulticastProcessor.java,2.10.0,1091,679.0,136,136.0,37,37.0,35,9,1,1,3,3.0,859.666666667,2328.0,3,3.0
191,camel,/apache/camel/processor/RecipientList.java,2.10.0,256,178.0,41,41.0,4,4.0,0,0,0,0,1,1.0,1051.0,944.0,1,1.0
192,camel,/apache/camel/processor/SendProcessor.java,2.10.0,180,122.0,24,24.0,7,7.0,0,0,0,0,1,1.0,1060.0,944.0,1,1.0
193,camel,/apache/camel/processor/TryProcessor.java,2.10.0,409,281.0,65,65.0,2,2.0,4,4,1,1,1,1.0,1061.0,944.0,1,1.0
194,camel,/camel/processor/aggregate/AggregateProcessor.java,2.10.0,1024,701.0,148,148.0,3,3.0,23,0,0,0,1,1.0,1071.0,944.0,1,1.0
195,camel,/camel/processor/loadbalancer/RandomLoadBalancer.java,2.10.0,44,18.0,4,4.0,17,17.0,0,0,0,0,1,1.0,1035.0,944.0,1,1.0
196,camel,/camel/processor/validation/ValidatingProcessor.java,2.10.0,238,161.0,36,36.0,204,204.0,6,0,0,0,1,1.0,1068.0,944.0,1,1.0
197,camel,/apache/camel/support/DefaultTimeoutMap.java,2.10.0,277,193.0,44,44.0,14,14.0,0,0,0,0,2,2.0,4.5,0.0,1,2.0
198,camel,/apache/camel/util/EventHelper.java,2.10.0,610,499.0,145,145.0,4,4.0,0,0,0,0,1,1.0,35.0,22.0,1,1.0
199,camel,/apache/camel/util/FileUtil.java,2.10.0,444,298.0,78,78.0,14,14.0,0,0,0,0,1,1.0,1046.0,944.0,1,1.0
200,camel,/apache/camel/util/ObjectHelper.java,2.10.0,1482,856.0,266,266.0,14,14.0,80,43,1,3,2,2.0,1052.5,1888.0,2,2.0
201,camel,/apache/camel/util/ServiceHelper.java,2.10.0,374,241.0,70,70.0,15,15.0,0,0,0,0,1,1.0,456.0,440.0,1,1.0
202,camel,/camel/component/ahc/DefaultAhcBinding.java,2.10.0,284,211.0,43,43.0,2,2.0,0,0,0,0,1,1.0,473.0,440.0,1,1.0
203,camel,/component/ahc/helper/AhcHelper.java,2.10.0,162,99.0,21,21.0,7,5.0,0,0,0,0,2,1.0,1023.0,944.0,1,1.0
204,camel,/component/apns/factory/ApnsServiceFactory.java,2.10.0,255,194.0,45,45.0,10,10.0,0,0,0,0,1,1.0,458.0,440.0,1,1.0
205,camel,/component/aws/sns/SnsConfiguration.java,2.10.0,113,71.0,17,17.0,2,2.0,0,0,0,0,1,1.0,467.0,440.0,1,1.0
206,camel,/component/aws/sqs/SqsConsumer.java,2.10.0,259,175.0,33,33.0,53,53.0,86,0,0,0,2,2.0,774.0,1384.0,2,2.0
207,camel,/component/aws/sqs/SqsEndpoint.java,2.10.0,181,121.0,24,24.0,135,82.0,0,0,0,0,3,2.0,35.6666666667,44.0,2,2.0
208,camel,/apache/camel/blueprint/BlueprintCamelContext.java,2.10.0,114,75.0,13,13.0,58,58.0,14,0,0,0,1,1.0,1070.0,944.0,1,1.0
209,camel,/apache/camel/blueprint/CamelContextFactoryBean.java,2.10.0,582,450.0,97,97.0,2,2.0,19,6,1,1,1,1.0,1070.0,944.0,1,1.0
210,camel,/camel/blueprint/handler/CamelNamespaceHandler.java,2.10.0,868,720.0,129,129.0,195,195.0,59,27,1,2,2,2.0,533.5,959.0,2,2.0
211,camel,/camel/core/osgi/OsgiComponentResolver.java,2.10.0,81,53.0,10,10.0,11,11.0,0,0,0,0,1,1.0,2.0,1.0,1,1.0
212,camel,/camel/core/osgi/OsgiDataFormatResolver.java,2.10.0,71,47.0,9,9.0,11,11.0,0,0,0,0,1,1.0,2.0,1.0,1,1.0
213,camel,/camel/core/osgi/OsgiLanguageResolver.java,2.10.0,94,69.0,14,14.0,25,25.0,0,0,0,0,2,2.0,2.5,2.0,1,2.0
214,camel,/camel/core/xml/AbstractCamelFactoryBean.java,2.10.0,85,49.0,14,11.0,20,20.0,8,0,0,0,2,2.0,749.5,1384.0,2,2.0
215,camel,/component/crypto/processor/DigitalSignatureProcessor.java,2.10.0,92,63.0,14,14.0,13,13.0,0,0,0,0,1,1.0,1072.0,944.0,1,1.0
216,camel,/camel/converter/crypto/CryptoDataFormat.java,2.10.0,307,191.0,42,42.0,1,1.0,0,0,0,0,1,1.0,1072.0,944.0,1,1.0
217,camel,/camel/converter/crypto/PGPDataFormat.java,2.10.0,177,113.0,19,19.0,13,13.0,0,0,0,0,2,2.0,757.5,1384.0,2,2.0
218,camel,/camel/converter/crypto/PGPDataFormatUtil.java,2.10.0,146,108.0,14,14.0,54,54.0,0,0,0,0,1,1.0,443.0,440.0,1,1.0
219,camel,/cxf/common/message/DefaultCxfMesssageMapper.java,2.10.0,162,101.0,19,18.0,8,18.0,10,0,1,0,1,2.0,440.0,880.0,1,2.0
220,camel,/camel/component/cxf/CxfEndpoint.java,2.10.0,1023,773.0,182,182.0,15,15.0,36,2,1,1,1,1.0,3.0,0.0,1,1.0
221,camel,/component/cxf/blueprint/RsClientBlueprintBean.java,2.10.0,77,48.0,11,11.0,36,36.0,0,0,0,0,1,1.0,4.0,0.0,1,1.0
222,camel,/component/cxf/blueprint/RsServerBlueprintBean.java,2.10.0,78,48.0,11,11.0,38,38.0,0,0,0,0,1,1.0,4.0,0.0,1,1.0
223,camel,/component/cxf/converter/CxfConverter.java,2.10.0,178,114.0,22,22.0,10,10.0,64,0,0,0,1,1.0,442.0,440.0,1,1.0
224,camel,/component/cxf/converter/CxfPayloadConverter.java,2.10.0,148,108.0,22,22.0,17,17.0,0,0,0,0,1,1.0,3.0,0.0,1,1.0
225,camel,/component/cxf/spring/SpringJAXRSClientFactoryBean.java,2.10.0,97,67.0,14,14.0,42,42.0,0,0,0,0,1,1.0,4.0,0.0,1,1.0
226,camel,/component/cxf/spring/SpringJAXRSServerFactoryBean.java,2.10.0,101,70.0,15,15.0,38,38.0,0,0,0,0,1,1.0,4.0,0.0,1,1.0
227,camel,/component/file/remote/SftpOperations.java,2.10.0,773,568.0,123,123.0,36,36.0,0,0,0,0,1,1.0,457.0,440.0,1,1.0
228,camel,/file/remote/strategy/FtpChangedExclusiveReadLockStrategy.java,2.10.0,125,83.0,16,16.0,2,2.0,0,0,0,0,1,1.0,1045.0,944.0,1,1.0
229,camel,/file/remote/strategy/SftpChangedExclusiveReadLockStrategy.java,2.10.0,125,83.0,16,16.0,2,2.0,2,2,1,1,1,1.0,1045.0,944.0,1,1.0
230,camel,/camel/language/groovy/GroovyExpression.java,2.10.0,74,44.0,7,7.0,24,24.0,0,0,0,0,1,1.0,1073.0,944.0,1,1.0
231,camel,/camel/language/groovy/GroovyLanguage.java,2.10.0,50,24.0,5,5.0,10,10.0,0,0,0,0,1,1.0,1073.0,944.0,1,1.0
232,camel,/processor/idempotent/hazelcast/HazelcastIdempotentRepository.java,2.10.0,88,58.0,12,12.0,23,23.0,0,0,0,0,1,1.0,455.0,440.0,1,1.0
233,camel,/camel/component/hbase/HBaseComponent.java,2.10.0,115,75.0,16,16.0,4,14.0,0,0,0,0,1,2.0,1043.0,1888.0,1,2.0
234,camel,/camel/component/hbase/HBaseConsumer.java,2.10.0,198,139.0,18,18.0,8,23.0,2,0,0,0,1,2.0,1043.0,1888.0,1,2.0
235,camel,/component/hbase/mapping/HeaderMappingStrategy.java,2.10.0,175,98.0,23,23.0,17,46.0,0,0,0,0,2,3.0,522.0,1889.0,2,3.0
236,camel,/component/hbase/model/HBaseCell.java,2.10.0,98,58.0,18,18.0,7,9.0,0,0,0,0,1,2.0,1043.0,1888.0,1,2.0
237,camel,/camel/component/http/CamelServlet.java,2.10.0,150,99.0,19,19.0,44,44.0,0,0,0,0,2,2.0,2.5,0.0,1,2.0
238,camel,/camel/component/http/DefaultHttpBinding.java,2.10.0,414,316.0,64,64.0,1,1.0,26,26,2,2,1,1.0,465.0,440.0,1,1.0
239,camel,/camel/component/http/HttpEndpoint.java,2.10.0,331,231.0,57,57.0,3,3.0,0,0,0,0,1,1.0,446.0,440.0,1,1.0
240,camel,/camel/component/http/HttpProducer.java,2.10.0,429,282.0,58,58.0,15,15.0,0,0,0,0,2,2.0,455.5,880.0,2,2.0
241,camel,/component/http/helper/HttpHelper.java,2.10.0,320,183.0,39,39.0,7,5.0,0,0,0,0,2,1.0,1023.0,944.0,1,1.0
242,camel,/camel/component/http4/DefaultHttpBinding.java,2.10.0,397,304.0,63,63.0,1,1.0,22,22,1,1,1,1.0,465.0,440.0,1,1.0
243,camel,/camel/component/http4/HttpEndpoint.java,2.10.0,324,218.0,55,55.0,10,10.0,20,0,0,0,2,2.0,453.0,880.0,2,2.0
244,camel,/camel/component/http4/HttpProducer.java,2.10.0,455,306.0,62,62.0,15,15.0,9,0,0,0,2,2.0,455.5,880.0,2,2.0
245,camel,/component/http4/helper/HttpHelper.java,2.10.0,353,214.0,46,46.0,7,5.0,0,0,0,0,2,1.0,1023.0,944.0,1,1.0
246,camel,/camel/component/jetty/CamelContinuationServlet.java,2.10.0,160,101.0,16,16.0,7,7.0,0,0,0,0,1,1.0,2.0,0.0,1,1.0
247,camel,/camel/component/jetty/JettyContentExchange.java,2.10.0,216,150.0,25,25.0,22,22.0,5,5,1,1,1,1.0,463.0,440.0,1,1.0
248,camel,/camel/component/jetty/JettyHttpComponent.java,2.10.0,994,771.0,181,181.0,3,3.0,73,64,1,2,2,2.0,762.0,1384.0,2,2.0
249,camel,/camel/component/jetty/JettyHttpProducer.java,2.10.0,252,172.0,32,32.0,2,2.0,12,0,1,0,1,1.0,472.0,440.0,1,1.0
250,camel,/camel/component/jms/EndpointMessageListener.java,2.10.0,400,257.0,55,55.0,9,9.0,0,0,0,0,1,1.0,454.0,440.0,1,1.0
251,camel,/camel/component/jms/JmsBinding.java,2.10.0,587,406.0,100,100.0,57,57.0,0,0,0,0,2,2.0,526.5,966.0,2,2.0
252,camel,/camel/component/jms/JmsComponent.java,2.10.0,532,373.0,98,98.0,14,14.0,28,0,0,0,1,1.0,1017.0,944.0,1,1.0
253,camel,/camel/component/jms/JmsConfiguration.java,2.10.0,1269,900.0,241,241.0,11,11.0,57,0,0,0,1,1.0,1017.0,944.0,1,1.0
254,camel,/camel/component/jms/JmsEndpoint.java,2.10.0,1102,821.0,201,201.0,14,14.0,101,70,1,1,2,2.0,1041.0,1888.0,2,2.0
255,camel,/component/jms/reply/TemporaryQueueReplyManager.java,2.10.0,140,91.0,14,14.0,4,4.0,5,5,1,1,1,1.0,4.0,0.0,1,1.0
256,camel,/camel/component/mina2/Mina2Configuration.java,2.10.0,257,183.0,50,50.0,9,9.0,9,0,0,0,1,1.0,1033.0,944.0,1,1.0
257,camel,/camel/component/mina2/Mina2Consumer.java,2.10.0,380,279.0,58,58.0,8,8.0,38,0,0,0,1,1.0,1033.0,944.0,1,1.0
258,camel,/camel/component/mina2/Mina2Producer.java,2.10.0,512,379.0,83,80.0,15,34.0,108,0,1,0,1,2.0,1033.0,1888.0,1,2.0
259,camel,/camel/component/mqtt/MQTTComponent.java,2.10.0,38,12.0,1,1.0,2,2.0,44,0,0,0,1,1.0,1062.0,944.0,1,1.0
260,camel,/camel/component/mqtt/MQTTConfiguration.java,2.10.0,153,97.0,27,27.0,9,9.0,155,0,0,0,1,1.0,1062.0,944.0,1,1.0
261,camel,/camel/component/mqtt/MQTTConsumer.java,2.10.0,41,20.0,4,4.0,22,22.0,41,0,0,0,1,1.0,1062.0,944.0,1,1.0
262,camel,/camel/component/mqtt/MQTTEndpoint.java,2.10.0,194,134.0,29,29.0,31,31.0,195,0,0,0,2,2.0,531.5,945.0,2,2.0
263,camel,/camel/component/mqtt/MQTTProducer.java,2.10.0,69,44.0,8,8.0,52,52.0,79,0,0,0,1,1.0,1062.0,944.0,1,1.0
264,camel,/camel/component/mybatis/DefaultMyBatisProcessingStrategy.java,2.10.0,51,26.0,3,3.0,13,13.0,0,0,0,0,1,1.0,16.0,13.0,1,1.0
265,camel,/camel/component/mybatis/MyBatisProducer.java,2.10.0,237,195.0,26,26.0,52,52.0,54,28,1,1,1,1.0,16.0,13.0,1,1.0
266,camel,/camel/routepolicy/quartz/ScheduledRoutePolicy.java,2.10.0,269,208.0,62,61.0,10,10.0,0,0,0,0,1,1.0,456.0,440.0,1,1.0
267,camel,/camel/component/quickfixj/QuickfixjEngine.java,2.10.0,493,391.0,90,90.0,8,8.0,5,0,0,0,1,1.0,18.0,13.0,1,1.0
268,camel,/camel/component/restlet/DefaultRestletBinding.java,2.10.0,341,250.0,54,54.0,44,44.0,93,7,1,1,1,1.0,1069.0,944.0,1,1.0
269,camel,/camel/component/restlet/RestletComponent.java,2.10.0,402,306.0,73,73.0,2,2.0,170,0,0,0,1,1.0,453.0,440.0,1,1.0
270,camel,/camel/component/restlet/RestletEndpoint.java,2.10.0,206,137.0,36,36.0,18,18.0,0,0,0,0,1,1.0,453.0,440.0,1,1.0
271,camel,/camel/component/smpp/SmppBinding.java,2.10.0,178,108.0,15,15.0,2,13.0,0,0,0,0,1,3.0,41.0,988.0,1,3.0
272,camel,/camel/component/smpp/SmppConfiguration.java,2.10.0,373,277.0,67,67.0,11,11.0,10,0,0,0,1,1.0,31.0,22.0,1,1.0
273,camel,/camel/component/smpp/SmppDataSmCommand.java,2.10.0,119,86.0,12,12.0,10,20.0,0,0,0,0,1,2.0,31.0,966.0,1,2.0
274,camel,/camel/component/smpp/SmppMessage.java,2.10.0,106,66.0,15,15.0,5,12.0,0,0,0,0,1,2.0,41.0,44.0,1,2.0
275,camel,/camel/component/smpp/SmppSmCommand.java,2.10.0,96,64.0,12,12.0,4,90.0,0,0,0,0,1,2.0,31.0,44.0,1,2.0
276,camel,/camel/component/smpp/SmppSubmitMultiCommand.java,2.10.0,252,196.0,29,29.0,14,33.0,0,0,0,0,1,3.0,31.0,988.0,1,3.0
277,camel,/camel/component/smpp/SmppSubmitSmCommand.java,2.10.0,208,158.0,23,23.0,15,37.0,0,0,0,0,2,4.0,34.5,1010.0,2,4.0
278,camel,/camel/component/smpp/SmppUtils.java,2.10.0,261,203.0,34,34.0,8,10.0,0,0,0,0,1,2.0,37.0,966.0,1,2.0
279,camel,/camel/dataformat/soap/SoapJaxbDataFormat.java,2.10.0,493,323.0,64,64.0,2,2.0,0,0,0,0,1,1.0,1016.0,944.0,1,1.0
280,camel,/dataformat/soap/name/TypeNameStrategy.java,2.10.0,52,23.0,5,5.0,13,13.0,0,0,0,0,1,1.0,1044.0,944.0,1,1.0
281,camel,/component/spring/batch/SpringBatchProducer.java,2.10.0,66,41.0,7,7.0,7,7.0,0,0,0,0,2,2.0,468.5,880.0,1,2.0
282,camel,/camel/spring/remoting/CamelProxyFactoryBean.java,2.10.0,138,95.0,22,22.0,6,6.0,0,0,0,0,1,1.0,448.0,440.0,1,1.0
283,camel,/camel/spring/remoting/CamelServiceExporter.java,2.10.0,108,71.0,14,14.0,4,4.0,0,0,0,0,1,1.0,448.0,440.0,1,1.0
284,camel,/camel/component/stream/StreamProducer.java,2.10.0,214,162.0,32,32.0,5,0.0,96,89,2,2,1,0.0,1080.0,0.0,1,0.0
285,camel,/apache/camel/testng/CamelSpringTestSupport.java,2.10.0,167,96.0,18,17.0,3,3.0,0,0,0,0,1,1.0,1019.0,944.0,1,1.0
286,camel,/component/twitter/consumer/TwitterConsumerPolling.java,2.10.0,62,31.0,3,3.0,17,17.0,0,0,0,0,1,1.0,1079.0,944.0,1,1.0
287,camel,/camel/component/xmpp/XmppPrivateChatProducer.java,2.10.0,125,88.0,16,16.0,40,40.0,0,0,0,0,1,1.0,1034.0,944.0,1,1.0
288,camel,/camel/component/zookeeper/ZooKeeperComponent.java,2.10.0,75,43.0,10,10.0,4,4.0,0,0,0,0,1,1.0,464.0,440.0,1,1.0
289,camel,/camel/example/gae/ReportGenerator.java,2.10.0,50,24.0,2,2.0,10,10.0,0,0,0,0,1,1.0,436.0,440.0,1,1.0
290,camel,/camel/example/gae/TutorialRouteBuilder.java,2.10.0,58,35.0,3,3.0,28,28.0,0,0,0,0,1,1.0,437.0,440.0,1,1.0
291,camel,/camel/karaf/commands/RouteList.java,2.10.0,74,43.0,6,6.0,5,5.0,0,0,0,0,1,1.0,1038.0,944.0,1,1.0
292,camel,/apache/camel/builder/ExpressionBuilder.java,2.11.0,1785,1130.0,304,285.0,8,0.0,94,0,1,0,1,0.0,1199.0,0.0,1,0.0
293,camel,/apache/camel/builder/ProcessorBuilder.java,2.11.0,257,163.0,40,40.0,52,52.0,0,0,0,0,1,1.0,1184.0,1092.0,1,1.0
294,camel,/apache/camel/builder/SimpleBuilder.java,2.11.0,96,57.0,14,14.0,25,0.0,0,0,0,0,1,0.0,1175.0,0.0,1,0.0
295,camel,/camel/component/bean/MethodInfo.java,2.11.0,711,447.0,113,101.0,33,2.0,66,0,2,0,3,1.0,1186.66666667,1092.0,2,1.0
296,camel,/camel/component/bean/MethodNotFoundException.java,2.11.0,62,35.0,7,7.0,6,0.0,0,0,0,0,1,0.0,1196.0,0.0,1,0.0
297,camel,/component/file/strategy/GenericFileDeleteProcessStrategy.java,2.11.0,119,73.0,15,15.0,95,95.0,15,0,0,0,1,1.0,1192.0,1092.0,1,1.0
298,camel,/component/file/strategy/GenericFileProcessStrategySupport.java,2.11.0,127,78.0,19,19.0,19,19.0,0,0,0,0,1,1.0,1192.0,1092.0,1,1.0
299,camel,/component/file/strategy/GenericFileRenameProcessStrategy.java,2.11.0,112,70.0,15,15.0,61,61.0,15,0,0,0,1,1.0,1192.0,1092.0,1,1.0
300,camel,/camel/component/validator/DefaultLSResourceResolver.java,2.11.0,210,110.0,29,23.0,26,0.0,155,0,2,0,3,0.0,776.0,0.0,2,0.0
301,camel,/camel/language/bean/BeanLanguage.java,2.11.0,109,45.0,9,9.0,14,0.0,0,0,0,0,1,0.0,1187.0,0.0,1,0.0
302,camel,/camel/language/simple/SimplePredicateParser.java,2.11.0,645,416.0,98,98.0,13,0.0,0,0,0,0,1,0.0,1182.0,0.0,1,0.0
303,camel,/camel/language/simple/SimpleTokenizer.java,2.11.0,230,139.0,30,29.0,56,0.0,5,0,1,0,2,0.0,1201.5,0.0,1,0.0
304,camel,/apache/camel/model/NoOutputExpressionNode.java,2.11.0,70,34.0,7,7.0,7,0.0,0,0,0,0,1,0.0,1167.0,0.0,1,0.0
305,camel,/apache/camel/model/ProcessorDefinitionHelper.java,2.11.0,439,186.0,57,49.0,19,0.0,0,0,0,0,1,0.0,1168.0,0.0,1,0.0
306,camel,/apache/camel/model/TryDefinition.java,2.11.0,274,155.0,33,32.0,7,0.0,6,0,1,0,1,0.0,1168.0,0.0,1,0.0
307,camel,/apache/camel/processor/ErrorHandlerSupport.java,2.11.0,114,57.0,13,11.0,7,0.0,0,0,0,0,1,0.0,1170.0,0.0,1,0.0
308,camel,/apache/camel/support/ServiceSupport.java,2.11.0,316,207.0,46,41.0,10,0.0,31,0,3,0,1,0.0,1216.0,0.0,1,0.0
309,camel,/apache/camel/support/TokenPairExpressionIterator.java,2.11.0,218,132.0,25,25.0,2,0.0,0,0,0,0,1,0.0,1199.0,0.0,1,0.0
310,camel,/apache/camel/util/StringHelper.java,2.11.0,215,88.0,34,26.0,11,11.0,0,0,0,0,1,1.0,1169.0,1092.0,1,1.0
311,camel,/apache/camel/util/StringQuoteHelper.java,2.11.0,126,63.0,19,19.0,34,31.0,126,117,2,2,3,2.0,969.666666667,2184.0,3,2.0
312,camel,/camel/dataformat/bindy/BindyFixedLengthFactory.java,2.11.0,581,283.0,72,56.0,8,8.0,13,0,0,0,1,1.0,8.0,4.0,1,1.0
313,camel,/dataformat/bindy/format/AbstractNumberFormat.java,2.11.0,83,46.0,9,9.0,6,6.0,0,0,0,0,1,1.0,549.0,0.0,1,1.0
314,camel,/dataformat/bindy/format/BigDecimalFormat.java,2.11.0,46,27.0,6,7.0,11,11.0,0,0,0,0,1,1.0,549.0,0.0,1,1.0
315,camel,/camel/component/cometd/CometdEndpoint.java,2.11.0,196,140.0,36,36.0,9,1.0,0,0,0,0,1,1.0,1193.0,1092.0,1,1.0
316,camel,/camel/component/cometd/CometdProducer.java,2.11.0,116,77.0,14,14.0,23,0.0,0,0,0,0,1,0.0,1193.0,0.0,1,0.0
317,camel,/camel/core/xml/AbstractCamelContextFactoryBean.java,2.11.0,788,545.0,151,104.0,3,0.0,7,0,1,0,1,0.0,1222.0,0.0,1,0.0
318,camel,/camel/component/cxf/CxfConsumer.java,2.11.0,284,161.0,31,27.0,2,0.0,19,0,1,0,1,0.0,0.0,0.0,1,0.0
319,camel,/camel/component/cxf/DefaultCxfBinding.java,2.11.0,822,565.0,132,126.0,5,0.0,30,0,3,0,1,0.0,552.0,0.0,1,0.0
320,camel,/camel/component/fop/FopProducer.java,2.11.0,107,75.0,9,9.0,3,0.0,0,0,0,0,1,0.0,29.0,0.0,1,0.0
321,camel,/component/file/remote/FtpUtils.java,2.11.0,108,54.0,14,14.0,2,0.0,108,108,1,2,1,0.0,1.0,0.0,1,0.0
322,camel,/camel/component/hdfs/HdfsComponent.java,2.11.0,57,31.0,5,5.0,25,0.0,0,0,0,0,1,0.0,1176.0,0.0,1,0.0
323,camel,/camel/component/hdfs/HdfsConsumer.java,2.11.0,184,106.0,23,15.0,8,0.0,18,0,0,0,1,0.0,1176.0,0.0,1,0.0
324,camel,/camel/component/hdfs/HdfsInfoFactory.java,2.11.0,46,22.0,3,3.0,8,0.0,46,0,0,0,1,0.0,1176.0,0.0,1,0.0
325,camel,/camel/component/hdfs/HdfsProducer.java,2.11.0,282,136.0,44,27.0,16,0.0,85,0,1,0,1,0.0,1176.0,0.0,1,0.0
326,camel,/camel/component/http4/HttpComponent.java,2.11.0,443,291.0,63,58.0,20,0.0,18,0,0,0,1,0.0,1186.0,0.0,1,0.0
327,camel,/camel/component/mail/MailConfiguration.java,2.11.0,496,347.0,94,92.0,4,0.0,11,0,1,0,1,0.0,55.0,0.0,1,0.0
328,camel,/camel/component/mail/MailConstants.java,2.11.0,31,9.0,1,1.0,2,0.0,2,0,0,0,1,0.0,55.0,0.0,1,0.0
329,camel,/camel/component/mina/MinaComponent.java,2.11.0,403,296.0,50,50.0,8,0.0,0,0,0,0,2,0.0,865.5,0.0,2,0.0
330,camel,/camel/component/mina/MinaUdpProtocolCodecFactory.java,2.11.0,97,58.0,11,11.0,37,0.0,0,0,0,0,1,0.0,1174.0,0.0,1,0.0
331,camel,/camel/component/mina2/Mina2UdpProtocolCodecFactory.java,2.11.0,98,58.0,11,11.0,27,0.0,0,0,0,0,1,0.0,1174.0,0.0,1,0.0
332,camel,/camel/component/netty/NettyEndpoint.java,2.11.0,97,57.0,13,11.0,48,4.0,7,0,0,0,1,1.0,1207.0,1092.0,1,1.0
333,camel,/camel/component/quartz/CamelJob.java,2.11.0,89,30.0,10,4.0,26,0.0,35,0,1,0,1,0.0,1214.0,0.0,1,0.0
