,file,h_CC,h_LOC,h_bfs,h_churn,h_exp,h_num_bugs,h_num_post,h_num_pre,k_CC,k_LOC,k_bfs,k_churn,k_exp,k_num_bugs,k_num_post,k_num_pre,project,rel
135,/camel/component/bean/AbstractCamelInvocationHandler.java,30.0,217.0,41.0,0.0,1055.0,1.0,1.0,0.0,30.0,139.0,41.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
136,/camel/component/bean/BeanInfo.java,150.0,947.0,7.0,14.0,1047.0,1.0,1.0,1.0,150.0,640.0,7.0,14.0,944.0,1.0,1.0,1.0,camel,2.10.0
137,/camel/component/bean/CamelInvocationHandler.java,3.0,47.0,5.0,0.0,1055.0,1.0,1.0,0.0,3.0,19.0,5.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
138,/camel/component/bean/PojoMessageInvocationHandler.java,5.0,48.0,8.0,0.0,1055.0,1.0,1.0,0.0,5.0,21.0,8.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
139,/camel/component/bean/RegistryBean.java,23.0,138.0,2.0,0.0,435.0,1.0,1.0,0.0,23.0,93.0,2.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
140,/camel/component/file/FileComponent.java,3.0,62.0,3.0,0.0,441.0,1.0,1.0,0.0,3.0,24.0,3.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
141,/camel/component/file/FileConsumer.java,20.0,167.0,2.0,0.0,1032.0,1.0,1.0,0.0,20.0,101.0,2.0,5.0,944.0,1.0,1.0,1.0,camel,2.10.0
142,/camel/component/file/FileEndpoint.java,23.0,161.0,2.0,1.0,441.0,1.0,1.0,0.0,23.0,99.0,2.0,3.0,440.0,1.0,1.0,2.0,camel,2.10.0
143,/camel/component/file/FileOperations.java,50.0,341.0,8.0,77.0,1075.0,1.0,1.0,1.0,50.0,242.0,8.0,75.0,944.0,1.0,1.0,3.0,camel,2.10.0
144,/component/file/strategy/MarkerFileExclusiveReadLockStrategy.java,12.0,101.0,18.0,0.0,475.5,1.0,2.0,0.0,12.0,59.0,18.0,0.0,880.0,2.0,2.0,0.0,camel,2.10.0
145,/camel/component/mock/MockEndpoint.java,199.0,1316.0,46.0,7.0,432.0,1.0,1.0,0.0,199.0,802.0,46.0,7.0,440.0,1.0,1.0,1.0,camel,2.10.0
146,/camel/component/properties/PropertiesComponent.java,57.0,377.0,9.0,30.0,471.0,1.0,1.0,0.0,57.0,246.0,9.0,30.0,440.0,1.0,1.0,1.0,camel,2.10.0
147,/camel/component/seda/SedaConsumer.java,45.0,333.0,7.0,44.0,49.0,1.0,1.0,1.0,45.0,217.0,7.0,44.0,48.0,1.0,1.0,4.0,camel,2.10.0
148,/camel/component/seda/SedaEndpoint.java,65.0,384.0,2.0,42.0,13.0,1.0,1.0,1.0,65.0,279.0,2.0,45.0,13.0,1.0,1.0,3.0,camel,2.10.0
149,/camel/component/seda/SedaProducer.java,25.0,198.0,26.0,5.0,13.0,1.0,1.0,1.0,25.0,128.0,26.0,8.0,13.0,1.0,1.0,3.0,camel,2.10.0
150,/camel/component/timer/TimerConsumer.java,18.0,144.0,15.0,13.0,1036.0,1.0,1.0,1.0,18.0,97.0,15.0,13.0,944.0,1.0,1.0,1.0,camel,2.10.0
151,/camel/component/timer/TimerEndpoint.java,29.0,183.0,2.0,0.0,1037.0,1.0,1.0,0.0,29.0,131.0,2.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
152,/camel/component/validator/ValidatorComponent.java,3.0,68.0,3.0,0.0,1068.0,1.0,1.0,0.0,3.0,35.0,3.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
153,/camel/component/xslt/XsltComponent.java,25.0,162.0,4.0,38.0,139.0,1.0,1.0,0.0,25.0,109.0,4.0,38.0,111.0,1.0,1.0,1.0,camel,2.10.0
154,/apache/camel/converter/IOConverter.java,66.0,499.0,10.0,66.0,434.0,1.0,1.0,2.0,66.0,330.0,10.0,91.0,440.0,1.0,1.0,3.0,camel,2.10.0
155,/apache/camel/impl/ConsumerCache.java,27.0,224.0,10.0,0.0,1063.0,1.0,1.0,0.0,27.0,128.0,10.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
156,/apache/camel/impl/DefaultCamelContext.java,433.0,2484.0,19.0,61.0,1043.0,2.0,3.0,3.0,433.0,1773.0,3.0,60.0,944.0,1.0,1.0,9.0,camel,2.10.0
157,/apache/camel/impl/DefaultComponent.java,41.0,375.0,26.0,4.0,1048.0,1.0,1.0,0.0,40.0,166.0,0.0,2.0,0.0,0.0,0.0,1.0,camel,2.10.0
158,/apache/camel/impl/ProducerCache.java,63.0,500.0,14.0,3.0,1061.5,1.0,2.0,0.0,63.0,273.0,14.0,10.0,1888.0,2.0,2.0,2.0,camel,2.10.0
159,/apache/camel/impl/ScheduledBatchPollingConsumer.java,12.0,115.0,12.0,0.0,1018.0,1.0,1.0,0.0,12.0,62.0,12.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
160,/camel/impl/converter/AsyncProcessorTypeConverter.java,5.0,53.0,2.0,0.0,1060.0,1.0,1.0,0.0,5.0,23.0,2.0,40.0,944.0,1.0,1.0,1.0,camel,2.10.0
161,/language/simple/ast/DoubleQuoteStart.java,5.0,55.0,11.0,0.0,1015.0,1.0,1.0,0.0,5.0,27.0,11.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
162,/language/simple/ast/SingleQuoteStart.java,5.0,55.0,11.0,0.0,1015.0,1.0,1.0,0.0,5.0,27.0,11.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
163,/apache/camel/management/DefaultManagementLifecycleStrategy.java,147.0,924.0,9.0,34.0,1039.0,1.0,1.0,0.0,147.0,627.0,0.0,34.0,0.0,0.0,0.0,3.0,camel,2.10.0
164,/apache/camel/model/MarshalDefinition.java,13.0,151.0,2.0,0.0,483.0,1.0,1.0,0.0,13.0,111.0,2.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
165,/apache/camel/model/OnExceptionDefinition.java,120.0,902.0,2.0,13.0,1040.0,1.0,1.0,0.0,120.0,487.0,4.0,13.0,1888.0,2.0,2.0,1.0,camel,2.10.0
166,/apache/camel/model/ProcessorDefinition.java,271.0,3146.0,27.0,8.0,19.0,1.0,1.0,0.0,269.0,1305.0,27.0,8.0,13.0,1.0,1.0,1.0,camel,2.10.0
167,/apache/camel/model/UnmarshalDefinition.java,13.0,155.0,2.0,0.0,483.0,1.0,1.0,0.0,13.0,115.0,2.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
168,/apache/camel/model/WireTapDefinition.java,57.0,394.0,12.0,2.0,470.0,1.0,1.0,0.0,57.0,241.0,14.0,2.0,1384.0,2.0,2.0,1.0,camel,2.10.0
169,/apache/camel/processor/Enricher.java,25.0,239.0,15.0,11.0,1.0,1.0,1.0,0.0,25.0,125.0,15.0,13.0,0.0,1.0,1.0,2.0,camel,2.10.0
170,/apache/camel/processor/LoggingErrorHandler.java,2.0,48.0,6.0,0.0,1054.0,1.0,1.0,0.0,2.0,14.0,6.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
171,/apache/camel/processor/MulticastProcessor.java,136.0,1091.0,37.0,35.0,859.666666667,3.0,3.0,1.0,136.0,679.0,37.0,41.0,2328.0,3.0,3.0,4.0,camel,2.10.0
172,/apache/camel/processor/RecipientList.java,41.0,256.0,4.0,0.0,1051.0,1.0,1.0,0.0,41.0,178.0,4.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
173,/apache/camel/processor/SendProcessor.java,24.0,180.0,7.0,0.0,1060.0,1.0,1.0,0.0,24.0,122.0,7.0,6.0,944.0,1.0,1.0,1.0,camel,2.10.0
174,/apache/camel/processor/TryProcessor.java,65.0,409.0,2.0,4.0,1061.0,1.0,1.0,1.0,65.0,281.0,2.0,4.0,944.0,1.0,1.0,1.0,camel,2.10.0
175,/camel/processor/aggregate/AggregateProcessor.java,148.0,1024.0,3.0,23.0,1071.0,1.0,1.0,0.0,148.0,701.0,3.0,23.0,944.0,1.0,1.0,3.0,camel,2.10.0
176,/camel/processor/loadbalancer/RandomLoadBalancer.java,4.0,44.0,17.0,0.0,1035.0,1.0,1.0,0.0,4.0,18.0,17.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
177,/camel/processor/validation/ValidatingProcessor.java,36.0,238.0,204.0,6.0,1068.0,1.0,1.0,0.0,36.0,161.0,204.0,6.0,944.0,1.0,1.0,1.0,camel,2.10.0
178,/apache/camel/support/DefaultTimeoutMap.java,44.0,277.0,14.0,0.0,4.5,1.0,2.0,0.0,44.0,193.0,14.0,0.0,0.0,2.0,2.0,0.0,camel,2.10.0
179,/apache/camel/support/TimerListenerManager.java,14.0,145.0,28.0,0.0,1039.0,1.0,1.0,0.0,14.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,camel,2.10.0
180,/apache/camel/util/EventHelper.java,145.0,610.0,4.0,0.0,35.0,1.0,1.0,0.0,145.0,499.0,4.0,28.0,22.0,1.0,1.0,1.0,camel,2.10.0
181,/apache/camel/util/FileUtil.java,78.0,444.0,14.0,0.0,1046.0,1.0,1.0,0.0,78.0,298.0,14.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
182,/apache/camel/util/ObjectHelper.java,266.0,1482.0,14.0,80.0,1052.5,2.0,2.0,1.0,266.0,856.0,14.0,54.0,1888.0,2.0,2.0,6.0,camel,2.10.0
183,/apache/camel/util/ServiceHelper.java,70.0,374.0,15.0,0.0,456.0,1.0,1.0,0.0,70.0,241.0,15.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
184,/camel/component/ahc/AhcComponent.java,15.0,144.0,6.0,0.0,1022.0,1.0,1.0,0.0,15.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,camel,2.10.0
185,/camel/component/ahc/DefaultAhcBinding.java,43.0,284.0,2.0,0.0,473.0,1.0,1.0,0.0,43.0,211.0,2.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
186,/component/ahc/helper/AhcHelper.java,21.0,162.0,7.0,0.0,1023.0,1.0,2.0,0.0,21.0,99.0,5.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
187,/component/apns/factory/ApnsServiceFactory.java,45.0,255.0,10.0,0.0,458.0,1.0,1.0,0.0,45.0,194.0,10.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
188,/component/aws/sns/SnsConfiguration.java,17.0,113.0,2.0,0.0,467.0,1.0,1.0,0.0,17.0,71.0,2.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
189,/component/aws/sqs/SqsConsumer.java,33.0,259.0,53.0,86.0,774.0,2.0,2.0,0.0,33.0,175.0,53.0,86.0,1384.0,2.0,2.0,1.0,camel,2.10.0
190,/component/aws/sqs/SqsEndpoint.java,24.0,181.0,135.0,0.0,35.6666666667,2.0,3.0,0.0,24.0,121.0,82.0,0.0,44.0,2.0,2.0,0.0,camel,2.10.0
191,/apache/camel/blueprint/BlueprintCamelContext.java,13.0,114.0,58.0,14.0,1070.0,1.0,1.0,0.0,13.0,75.0,58.0,10.0,944.0,1.0,1.0,1.0,camel,2.10.0
192,/apache/camel/blueprint/CamelContextFactoryBean.java,97.0,582.0,2.0,19.0,1070.0,1.0,1.0,1.0,97.0,450.0,2.0,52.0,944.0,1.0,1.0,3.0,camel,2.10.0
193,/camel/blueprint/handler/CamelNamespaceHandler.java,129.0,868.0,195.0,59.0,533.5,2.0,2.0,1.0,129.0,720.0,195.0,30.0,959.0,2.0,2.0,3.0,camel,2.10.0
194,/camel/core/osgi/OsgiComponentResolver.java,10.0,81.0,11.0,0.0,2.0,1.0,1.0,0.0,10.0,53.0,11.0,0.0,1.0,1.0,1.0,0.0,camel,2.10.0
195,/camel/core/osgi/OsgiDataFormatResolver.java,9.0,71.0,11.0,0.0,2.0,1.0,1.0,0.0,9.0,47.0,11.0,0.0,1.0,1.0,1.0,0.0,camel,2.10.0
196,/camel/core/osgi/OsgiLanguageResolver.java,14.0,94.0,25.0,0.0,2.5,1.0,2.0,0.0,14.0,69.0,25.0,0.0,2.0,2.0,2.0,0.0,camel,2.10.0
197,/camel/core/xml/AbstractCamelFactoryBean.java,14.0,85.0,20.0,8.0,749.5,2.0,2.0,0.0,11.0,49.0,20.0,2.0,1384.0,2.0,2.0,1.0,camel,2.10.0
198,/component/crypto/processor/DigitalSignatureProcessor.java,14.0,92.0,13.0,0.0,1072.0,1.0,1.0,0.0,14.0,63.0,13.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
199,/camel/converter/crypto/CryptoDataFormat.java,42.0,307.0,1.0,0.0,1072.0,1.0,1.0,0.0,42.0,191.0,1.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
200,/camel/converter/crypto/PGPDataFormat.java,19.0,177.0,13.0,0.0,757.5,2.0,2.0,0.0,19.0,113.0,13.0,0.0,1384.0,2.0,2.0,0.0,camel,2.10.0
201,/camel/converter/crypto/PGPDataFormatUtil.java,14.0,146.0,54.0,0.0,443.0,1.0,1.0,0.0,14.0,108.0,54.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
202,/cxf/common/message/DefaultCxfMesssageMapper.java,19.0,162.0,8.0,10.0,440.0,1.0,1.0,1.0,18.0,101.0,18.0,0.0,880.0,2.0,2.0,0.0,camel,2.10.0
203,/camel/component/cxf/CxfEndpoint.java,182.0,1023.0,15.0,36.0,3.0,1.0,1.0,1.0,182.0,773.0,15.0,36.0,0.0,1.0,1.0,4.0,camel,2.10.0
204,/camel/component/cxf/DefaultCxfBinding.java,126.0,787.0,15.0,47.0,484.5,1.0,2.0,0.0,126.0,565.0,0.0,44.0,0.0,0.0,0.0,5.0,camel,2.10.0
205,/component/cxf/blueprint/RsClientBlueprintBean.java,11.0,77.0,36.0,0.0,4.0,1.0,1.0,0.0,11.0,48.0,36.0,0.0,0.0,1.0,1.0,0.0,camel,2.10.0
206,/component/cxf/blueprint/RsServerBlueprintBean.java,11.0,78.0,38.0,0.0,4.0,1.0,1.0,0.0,11.0,48.0,38.0,0.0,0.0,1.0,1.0,0.0,camel,2.10.0
207,/component/cxf/converter/CxfConverter.java,22.0,178.0,10.0,64.0,442.0,1.0,1.0,0.0,22.0,114.0,10.0,64.0,440.0,1.0,1.0,5.0,camel,2.10.0
208,/component/cxf/converter/CxfPayloadConverter.java,22.0,148.0,17.0,0.0,3.0,1.0,1.0,0.0,22.0,108.0,17.0,0.0,0.0,1.0,1.0,0.0,camel,2.10.0
209,/component/cxf/spring/SpringJAXRSClientFactoryBean.java,14.0,97.0,42.0,0.0,4.0,1.0,1.0,0.0,14.0,67.0,42.0,0.0,0.0,1.0,1.0,0.0,camel,2.10.0
210,/component/cxf/spring/SpringJAXRSServerFactoryBean.java,15.0,101.0,38.0,0.0,4.0,1.0,1.0,0.0,15.0,70.0,38.0,0.0,0.0,1.0,1.0,0.0,camel,2.10.0
211,/component/file/remote/SftpOperations.java,123.0,773.0,36.0,0.0,457.0,1.0,1.0,0.0,123.0,568.0,36.0,4.0,440.0,1.0,1.0,1.0,camel,2.10.0
212,/file/remote/strategy/FtpChangedExclusiveReadLockStrategy.java,16.0,125.0,2.0,0.0,1045.0,1.0,1.0,0.0,16.0,83.0,2.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
213,/file/remote/strategy/SftpChangedExclusiveReadLockStrategy.java,16.0,125.0,2.0,2.0,1045.0,1.0,1.0,1.0,16.0,83.0,2.0,2.0,944.0,1.0,1.0,1.0,camel,2.10.0
214,/camel/language/groovy/GroovyExpression.java,7.0,74.0,24.0,0.0,1073.0,1.0,1.0,0.0,7.0,44.0,24.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
215,/camel/language/groovy/GroovyLanguage.java,5.0,50.0,10.0,0.0,1073.0,1.0,1.0,0.0,5.0,24.0,10.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
216,/processor/idempotent/hazelcast/HazelcastIdempotentRepository.java,12.0,88.0,23.0,0.0,455.0,1.0,1.0,0.0,12.0,58.0,23.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
217,/camel/component/hbase/HBaseComponent.java,16.0,115.0,4.0,0.0,1043.0,1.0,1.0,0.0,16.0,75.0,14.0,115.0,1888.0,2.0,2.0,2.0,camel,2.10.0
218,/camel/component/hbase/HBaseConsumer.java,18.0,198.0,8.0,2.0,1043.0,1.0,1.0,0.0,18.0,139.0,23.0,198.0,1888.0,2.0,2.0,1.0,camel,2.10.0
219,/component/hbase/mapping/HeaderMappingStrategy.java,23.0,175.0,17.0,0.0,522.0,2.0,2.0,0.0,23.0,98.0,46.0,187.0,1889.0,3.0,3.0,2.0,camel,2.10.0
220,/component/hbase/model/HBaseCell.java,18.0,98.0,7.0,0.0,1043.0,1.0,1.0,0.0,18.0,58.0,9.0,104.0,1888.0,2.0,2.0,2.0,camel,2.10.0
221,/camel/component/http/CamelServlet.java,19.0,150.0,44.0,0.0,2.5,1.0,2.0,0.0,19.0,99.0,44.0,0.0,0.0,2.0,2.0,0.0,camel,2.10.0
222,/camel/component/http/DefaultHttpBinding.java,64.0,414.0,1.0,26.0,465.0,1.0,1.0,2.0,64.0,316.0,1.0,45.0,440.0,1.0,1.0,3.0,camel,2.10.0
223,/camel/component/http/HttpEndpoint.java,57.0,331.0,3.0,0.0,446.0,1.0,1.0,0.0,57.0,231.0,3.0,6.0,440.0,1.0,1.0,3.0,camel,2.10.0
224,/camel/component/http/HttpProducer.java,58.0,429.0,15.0,0.0,455.5,2.0,2.0,0.0,58.0,282.0,15.0,0.0,880.0,2.0,2.0,0.0,camel,2.10.0
225,/component/http/helper/HttpHelper.java,39.0,320.0,7.0,0.0,1023.0,1.0,2.0,0.0,39.0,183.0,5.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
226,/camel/component/http4/DefaultHttpBinding.java,63.0,397.0,1.0,22.0,465.0,1.0,1.0,1.0,63.0,304.0,1.0,44.0,440.0,1.0,1.0,2.0,camel,2.10.0
227,/camel/component/http4/HttpEndpoint.java,55.0,324.0,10.0,20.0,453.0,2.0,2.0,0.0,55.0,218.0,10.0,0.0,880.0,2.0,2.0,0.0,camel,2.10.0
228,/camel/component/http4/HttpProducer.java,62.0,455.0,15.0,9.0,455.5,2.0,2.0,0.0,62.0,306.0,15.0,0.0,880.0,2.0,2.0,0.0,camel,2.10.0
229,/component/http4/helper/HttpHelper.java,46.0,353.0,7.0,0.0,1023.0,1.0,2.0,0.0,46.0,214.0,5.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
230,/camel/component/jetty/CamelContinuationServlet.java,16.0,160.0,7.0,0.0,2.0,1.0,1.0,0.0,16.0,101.0,7.0,0.0,0.0,1.0,1.0,0.0,camel,2.10.0
231,/camel/component/jetty/JettyContentExchange.java,25.0,216.0,22.0,5.0,463.0,1.0,1.0,1.0,25.0,150.0,22.0,5.0,440.0,1.0,1.0,1.0,camel,2.10.0
232,/camel/component/jetty/JettyHttpComponent.java,181.0,994.0,3.0,73.0,762.0,2.0,2.0,1.0,181.0,771.0,3.0,73.0,1384.0,2.0,2.0,3.0,camel,2.10.0
233,/camel/component/jetty/JettyHttpProducer.java,32.0,252.0,2.0,12.0,472.0,1.0,1.0,1.0,32.0,172.0,2.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
234,/camel/component/jms/EndpointMessageListener.java,55.0,400.0,9.0,0.0,454.0,1.0,1.0,0.0,55.0,257.0,9.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
235,/camel/component/jms/JmsBinding.java,100.0,587.0,57.0,0.0,526.5,2.0,2.0,0.0,100.0,406.0,57.0,0.0,966.0,2.0,2.0,0.0,camel,2.10.0
236,/camel/component/jms/JmsComponent.java,98.0,532.0,14.0,28.0,1017.0,1.0,1.0,0.0,98.0,373.0,14.0,4.0,944.0,1.0,1.0,1.0,camel,2.10.0
237,/camel/component/jms/JmsConfiguration.java,241.0,1269.0,11.0,57.0,1017.0,1.0,1.0,0.0,241.0,900.0,11.0,32.0,944.0,1.0,1.0,3.0,camel,2.10.0
238,/camel/component/jms/JmsEndpoint.java,201.0,1102.0,14.0,101.0,1041.0,2.0,2.0,1.0,201.0,821.0,14.0,80.0,1888.0,2.0,2.0,2.0,camel,2.10.0
239,/component/jms/reply/TemporaryQueueReplyManager.java,14.0,140.0,4.0,5.0,4.0,1.0,1.0,1.0,14.0,91.0,4.0,5.0,0.0,1.0,1.0,1.0,camel,2.10.0
240,/camel/component/mina2/Mina2Configuration.java,50.0,257.0,9.0,9.0,1033.0,1.0,1.0,0.0,50.0,183.0,9.0,9.0,944.0,1.0,1.0,1.0,camel,2.10.0
241,/camel/component/mina2/Mina2Consumer.java,58.0,380.0,8.0,38.0,1033.0,1.0,1.0,0.0,58.0,279.0,8.0,38.0,944.0,1.0,1.0,1.0,camel,2.10.0
242,/camel/component/mina2/Mina2Producer.java,83.0,512.0,15.0,108.0,1033.0,1.0,1.0,1.0,80.0,379.0,34.0,89.0,1888.0,2.0,2.0,1.0,camel,2.10.0
243,/camel/component/mqtt/MQTTComponent.java,1.0,38.0,2.0,44.0,1062.0,1.0,1.0,0.0,1.0,12.0,2.0,40.0,944.0,1.0,1.0,1.0,camel,2.10.0
244,/camel/component/mqtt/MQTTConfiguration.java,27.0,153.0,9.0,155.0,1062.0,1.0,1.0,0.0,27.0,97.0,9.0,153.0,944.0,1.0,1.0,1.0,camel,2.10.0
245,/camel/component/mqtt/MQTTConsumer.java,4.0,41.0,22.0,41.0,1062.0,1.0,1.0,0.0,4.0,20.0,22.0,41.0,944.0,1.0,1.0,1.0,camel,2.10.0
246,/camel/component/mqtt/MQTTEndpoint.java,29.0,194.0,31.0,195.0,531.5,2.0,2.0,0.0,29.0,134.0,31.0,195.0,945.0,2.0,2.0,1.0,camel,2.10.0
247,/camel/component/mqtt/MQTTProducer.java,8.0,69.0,52.0,79.0,1062.0,1.0,1.0,0.0,8.0,44.0,52.0,74.0,944.0,1.0,1.0,1.0,camel,2.10.0
248,/camel/component/mybatis/DefaultMyBatisProcessingStrategy.java,3.0,51.0,13.0,0.0,16.0,1.0,1.0,0.0,3.0,26.0,13.0,0.0,13.0,1.0,1.0,0.0,camel,2.10.0
249,/camel/component/mybatis/MyBatisProducer.java,26.0,237.0,52.0,54.0,16.0,1.0,1.0,1.0,26.0,195.0,52.0,54.0,13.0,1.0,1.0,2.0,camel,2.10.0
250,/camel/routepolicy/quartz/ScheduledRoutePolicy.java,62.0,269.0,10.0,0.0,456.0,1.0,1.0,0.0,61.0,208.0,10.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
251,/camel/component/quickfixj/QuickfixjEngine.java,90.0,493.0,8.0,5.0,18.0,1.0,1.0,0.0,90.0,391.0,8.0,5.0,13.0,1.0,1.0,1.0,camel,2.10.0
252,/camel/component/restlet/DefaultRestletBinding.java,54.0,341.0,44.0,93.0,1069.0,1.0,1.0,1.0,54.0,250.0,44.0,92.0,944.0,1.0,1.0,3.0,camel,2.10.0
253,/camel/component/restlet/RestletComponent.java,73.0,402.0,2.0,170.0,453.0,1.0,1.0,0.0,73.0,306.0,2.0,170.0,440.0,1.0,1.0,3.0,camel,2.10.0
254,/camel/component/restlet/RestletEndpoint.java,36.0,206.0,18.0,0.0,453.0,1.0,1.0,0.0,36.0,137.0,18.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
255,/camel/component/smpp/SmppBinding.java,15.0,178.0,2.0,0.0,41.0,1.0,1.0,0.0,15.0,108.0,13.0,0.0,988.0,3.0,3.0,0.0,camel,2.10.0
256,/camel/component/smpp/SmppConfiguration.java,67.0,373.0,11.0,10.0,31.0,1.0,1.0,0.0,67.0,277.0,11.0,10.0,22.0,1.0,1.0,1.0,camel,2.10.0
257,/camel/component/smpp/SmppDataSmCommand.java,12.0,119.0,10.0,0.0,31.0,1.0,1.0,0.0,12.0,86.0,20.0,0.0,966.0,2.0,2.0,0.0,camel,2.10.0
258,/camel/component/smpp/SmppMessage.java,15.0,106.0,5.0,0.0,41.0,1.0,1.0,0.0,15.0,66.0,12.0,0.0,44.0,2.0,2.0,0.0,camel,2.10.0
259,/camel/component/smpp/SmppSmCommand.java,12.0,96.0,4.0,0.0,31.0,1.0,1.0,0.0,12.0,64.0,90.0,0.0,44.0,2.0,2.0,0.0,camel,2.10.0
260,/camel/component/smpp/SmppSubmitMultiCommand.java,29.0,252.0,14.0,0.0,31.0,1.0,1.0,0.0,29.0,196.0,33.0,0.0,988.0,3.0,3.0,0.0,camel,2.10.0
261,/camel/component/smpp/SmppSubmitSmCommand.java,23.0,208.0,15.0,0.0,34.5,2.0,2.0,0.0,23.0,158.0,37.0,0.0,1010.0,4.0,4.0,0.0,camel,2.10.0
262,/camel/component/smpp/SmppUtils.java,34.0,261.0,8.0,0.0,37.0,1.0,1.0,0.0,34.0,203.0,10.0,0.0,966.0,2.0,2.0,0.0,camel,2.10.0
263,/camel/dataformat/soap/SoapJaxbDataFormat.java,64.0,493.0,2.0,0.0,1016.0,1.0,1.0,0.0,64.0,323.0,2.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
264,/dataformat/soap/name/TypeNameStrategy.java,5.0,52.0,13.0,0.0,1044.0,1.0,1.0,0.0,5.0,23.0,13.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
265,/component/spring/batch/SpringBatchProducer.java,7.0,66.0,7.0,0.0,468.5,1.0,2.0,0.0,7.0,41.0,7.0,66.0,880.0,2.0,2.0,1.0,camel,2.10.0
266,/camel/spring/remoting/CamelProxyFactoryBean.java,22.0,138.0,6.0,0.0,448.0,1.0,1.0,0.0,22.0,95.0,6.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
267,/camel/spring/remoting/CamelServiceExporter.java,14.0,108.0,4.0,0.0,448.0,1.0,1.0,0.0,14.0,71.0,4.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
268,/camel/component/stream/StreamProducer.java,32.0,214.0,5.0,96.0,1080.0,1.0,1.0,2.0,32.0,162.0,0.0,94.0,0.0,0.0,0.0,3.0,camel,2.10.0
269,/apache/camel/testng/CamelSpringTestSupport.java,18.0,167.0,3.0,0.0,1019.0,1.0,1.0,0.0,17.0,96.0,3.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
270,/component/twitter/consumer/TwitterConsumerPolling.java,3.0,62.0,17.0,0.0,1079.0,1.0,1.0,0.0,3.0,31.0,17.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
271,/camel/component/xmpp/XmppPrivateChatProducer.java,16.0,125.0,40.0,0.0,1034.0,1.0,1.0,0.0,16.0,88.0,40.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
272,/camel/component/zookeeper/ZooKeeperComponent.java,10.0,75.0,4.0,0.0,464.0,1.0,1.0,0.0,10.0,43.0,4.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
273,/camel/example/gae/ReportGenerator.java,2.0,50.0,10.0,0.0,436.0,1.0,1.0,0.0,2.0,24.0,10.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
274,/camel/example/gae/TutorialRouteBuilder.java,3.0,58.0,28.0,0.0,437.0,1.0,1.0,0.0,3.0,35.0,28.0,0.0,440.0,1.0,1.0,0.0,camel,2.10.0
275,/camel/karaf/commands/RouteList.java,6.0,74.0,5.0,0.0,1038.0,1.0,1.0,0.0,6.0,43.0,5.0,0.0,944.0,1.0,1.0,0.0,camel,2.10.0
276,/api/management/mbean/ManagedTracerBacklogMBean.java,23.0,95.0,95.0,55.0,1211.0,1.0,1.0,0.0,0.0,52.0,0.0,105.0,0.0,0.0,0.0,5.0,camel,2.11.0
