"precision","recall","Fmeasure","AUC","FNrate","FN","TP","TN","FP","model","project","release.train","release.test"
0.265060240963855,0.392857142857143,0.316546762589928,0.900770112650783,0.607142857142857,34,22,1372,61,"glm","openjpa",0,1
0.179372197309417,0.714285714285714,0.28673835125448,0.889324344531951,0.285714285714286,16,40,1250,183,"nb","openjpa",0,1
0.137362637362637,0.446428571428571,0.210084033613445,0.800213089422789,0.553571428571429,31,25,1276,157,"rpart","openjpa",0,1
0.375,0.321428571428571,0.346153846153846,0.90059565347423,0.678571428571429,38,18,1403,30,"lda","openjpa",0,1
0.323076923076923,0.375,0.347107438016529,0.863186621473432,0.625,35,21,1389,44,"qda","openjpa",0,1
0.130681818181818,0.657142857142857,0.218009478672986,0.90147315371196,0.342857142857143,12,23,1321,153,"rf","openjpa",1,2
0.18,0.514285714285714,0.266666666666667,0.874878852490793,0.485714285714286,17,18,1392,82,"glm","openjpa",1,2
0.279069767441861,0.342857142857143,0.307692307692308,0.918869936034115,0.657142857142857,23,12,1443,31,"nb","openjpa",1,2
0.123152709359606,0.714285714285714,0.210084033613445,0.873744911804613,0.285714285714286,10,25,1296,178,"rpart","openjpa",1,2
0.263157894736842,0.428571428571429,0.326086956521739,0.89170381856949,0.571428571428571,20,15,1432,42,"lda","openjpa",1,2
0.213483146067416,0.542857142857143,0.306451612903226,0.90934289591006,0.457142857142857,16,19,1404,70,"qda","openjpa",1,2
0.13125,0.375,0.194444444444444,0.714947425670776,0.625,35,21,846,139,"rf","pig",0,1
0.293103448275862,0.303571428571429,0.298245614035088,0.862327773749094,0.696428571428571,39,17,944,41,"glm","pig",0,1
0.202453987730061,0.589285714285714,0.301369863013699,0.850009064539521,0.410714285714286,23,33,855,130,"nb","pig",0,1
0.147727272727273,0.464285714285714,0.224137931034483,0.752139231327049,0.535714285714286,30,26,835,150,"rpart","pig",0,1
0.282608695652174,0.232142857142857,0.254901960784314,0.862400290065265,0.767857142857143,43,13,952,33,"lda","pig",0,1
0.297872340425532,0.25,0.271844660194175,0.862599709934735,0.75,42,14,952,33,"qda","pig",0,1
0.119565217391304,0.431372549019608,0.187234042553192,0.787838197294422,0.568627450980392,29,22,870,162,"rf","pig",1,2
0.239130434782609,0.431372549019608,0.307692307692308,0.872292521659827,0.568627450980392,29,22,962,70,"glm","pig",1,2
0.15546218487395,0.725490196078431,0.256055363321799,0.84312775497796,0.274509803921569,14,37,831,201,"nb","pig",1,2
0.145833333333333,0.549019607843137,0.230452674897119,0.758644930840553,0.450980392156863,23,28,868,164,"rpart","pig",1,2
0.25,0.333333333333333,0.285714285714286,0.872254521963824,0.666666666666667,34,17,981,51,"lda","pig",1,2
0.241379310344828,0.411764705882353,0.304347826086957,0.871181030551756,0.588235294117647,30,21,966,66,"qda","pig",1,2
0.26271186440678,0.274336283185841,0.268398268398268,0.735986996568539,0.725663716814159,82,31,1138,87,"rf","wicket",0,1
0.454545454545454,0.176991150442478,0.254777070063694,0.796070074047318,0.823008849557522,93,20,1201,24,"glm","wicket",0,1
0.388235294117647,0.292035398230089,0.333333333333333,0.788112696405996,0.707964601769911,80,33,1173,52,"nb","wicket",0,1
0.288659793814433,0.247787610619469,0.266666666666667,0.314545782914936,0.752212389380531,85,28,1156,69,"rpart","wicket",0,1
0.5,0.0973451327433628,0.162962962962963,0.796720245620372,0.902654867256637,102,11,1214,11,"lda","wicket",0,1
0.457142857142858,0.141592920353982,0.216216216216216,0.725750406357233,0.858407079646018,97,16,1206,19,"qda","wicket",0,1
0.14030612244898,0.514018691588785,0.220440881763527,0.72029935439804,0.485981308411215,52,55,1086,337,"rf","wicket",1,2
0.221276595744681,0.485981308411215,0.304093567251462,0.78837982149073,0.514018691588785,55,52,1240,183,"glm","wicket",1,2
0.131889763779528,0.626168224299065,0.217886178861789,0.712362325217882,0.373831775700935,40,67,982,441,"nb","wicket",1,2
0.157766990291262,0.607476635514019,0.250481695568401,0.697998830954742,0.392523364485981,42,65,1076,347,"rpart","wicket",1,2
0.305555555555555,0.308411214953271,0.306976744186046,0.772400680410611,0.691588785046729,74,33,1348,75,"lda","wicket",1,2
0.262135922330097,0.504672897196262,0.345047923322684,0.761895692265255,0.495327102803738,53,54,1271,152,"qda","wicket",1,2
