,id,exp,priority,bfs,project,norm_exp,norm_priority,norm_bfs,cost
33,ACCUMULO-1048,302.5,3.0,119,accumulo,0.7212918660287081,0.5,0.02702083810396153,7.111704205181617
34,ACCUMULO-1048,302.5,3.0,119,accumulo,0.7212918660287081,0.5,0.02702083810396153,7.111704205181617
35,ACCUMULO-1051,155.33333333333334,1.0,43,accumulo,0.36921850079744817,0.0,0.009617586443782918,0.894892158139131
36,ACCUMULO-1051,155.33333333333334,1.0,43,accumulo,0.36921850079744817,0.0,0.009617586443782918,0.894892158139131
37,ACCUMULO-1051,155.33333333333334,1.0,43,accumulo,0.36921850079744817,0.0,0.009617586443782918,0.894892158139131
38,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
39,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
40,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
41,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
42,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
43,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
44,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
45,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
46,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
47,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
48,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
49,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
50,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
51,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
52,ACCUMULO-1053,403.0,4.0,197,accumulo,0.9617224880382775,0.75,0.04488207007098695,18.224319750032546
53,ACCUMULO-1054,403.0,3.0,21,accumulo,0.9617224880382775,0.5,0.004579803068468056,1.7350605389923186
54,ACCUMULO-1056,202.0,3.0,32,accumulo,0.4808612440191387,0.5,0.007098694756125487,1.3075771383934383
55,ACCUMULO-1057,202.0,3.0,3,accumulo,0.4808612440191387,0.5,0.00045798030684680564,0.1579221455539643
56,ACCUMULO-1059,120.0,1.0,3,accumulo,0.284688995215311,0.0,0.00045798030684680564,0.06236167165733628
57,ACCUMULO-1060,108.0,5.0,3,accumulo,0.25598086124401914,1.0,0.00045798030684680564,0.11287592761359197
58,ACCUMULO-1062,120.0,4.0,74,accumulo,0.284688995215311,0.75,0.016716281199908402,2.0669509178492382
59,ACCUMULO-1062,120.0,4.0,74,accumulo,0.284688995215311,0.75,0.016716281199908402,2.0669509178492382
60,ACCUMULO-1062,120.0,4.0,74,accumulo,0.284688995215311,0.75,0.016716281199908402,2.0669509178492382
61,ACCUMULO-1062,120.0,4.0,74,accumulo,0.284688995215311,0.75,0.016716281199908402,2.0669509178492382
62,ACCUMULO-1062,120.0,4.0,74,accumulo,0.284688995215311,0.75,0.016716281199908402,2.0669509178492382
63,ACCUMULO-1062,120.0,4.0,74,accumulo,0.284688995215311,0.75,0.016716281199908402,2.0669509178492382
64,ACCUMULO-1063,61.0,2.0,43,accumulo,0.1435406698564593,0.25,0.009617586443782918,0.44330165343054295
65,ACCUMULO-1063,61.0,2.0,43,accumulo,0.1435406698564593,0.25,0.009617586443782918,0.44330165343054295
