project,major,minor,hash
derby,10.0,3.0,15fbc15a97eba28c2c05992b4c458d8a1ac9b0e2
derby,10.0,3.0,53444cd20e1e4c3bec1d86cc7079391acff2ba53
derby,10.0,3.0,c774a1c494d9fd7cbee1ad84c2a20a012b44a4f3
derby,10.0,3.0,028077ebd670b383b919fda0810e8d5027cd45b1
derby,10.0,3.0,180546e3c6bdd211c1e6d9bf1a0721941cc64485
derby,10.0,3.0,5d68e5f6b0ebe99b06ee7a7b421af0bc7ca31e65
derby,10.0,3.0,4a2b0d9a02439fbe5d8e1f7a76f22a5632d198cc
derby,10.0,3.0,219004dbcbff7a7d8ad2a361d3e46bcf6e5ab5b9
derby,10.0,3.0,d0ed190eb4131f9706776e0d10890e2d83c77dc7
derby,10.0,3.0,72a917ac8d914c7e2fd79a92cd9857b57b74c7ea
derby,10.0,3.0,6d9a817b4ed4856e52d9ec75f31768fa01c64f16
derby,10.0,3.0,6bdd06e1aebe227620268fc9d8eac21a709c81de
derby,10.0,3.0,886218283079642da37a7da9b6006cf22a6cda29
derby,10.0,3.0,d5ef90671c5c1dd03ed00a755df797a0731a72bf
derby,10.0,3.0,a4441663b3aceafcfbbaae05f281d9c7cbd34841
derby,10.0,3.0,3be157520c0348d1577be44d84d1aa8d87b82481
derby,10.0,3.0,3b45118981489567631f2ba3238128b6a9c725dd
derby,10.0,3.0,4793bcc0a9fbe4b7d95c71d72ff3845c90f85b83
derby,10.0,2.0,ee5857f3cccbf8817bba37c4fd392481357509ba
derby,10.0,2.0,e67fd7a68056b04b54f4a4e8d6fdb88bd1261ce3
derby,10.0,2.0,e53c04a0046f317fd7d2a2de90b3f59eb9894f76
derby,10.0,2.0,5ec53b2ae972b598d0f22ba216d922e109f60f43
derby,10.0,2.0,a6f533b2c5c982d246a0cb3cb0ffdf3e2305ad1f
derby,10.0,2.0,1a489497a215b248b7144bc7cc23dc1c15dc3c66
derby,10.0,2.0,f512b2fccfeba10412dcb1115a595de19977d24d
derby,10.0,2.0,47dd43799c45ba23515588882a398aa6b7c0f203
derby,10.0,2.0,f8f6d787caf11567ada60d0bfd596133bcffa295
derby,10.0,2.0,d98ff35e04dd03a172ea0f39390d5e20ecda4266
derby,10.0,2.0,d52f87850ee1d446f9dc9cc99b3dd4ebbcd9ebed
derby,10.0,2.0,926e1c6f97778e8d14553db246f962fa65a772eb
derby,10.0,2.0,a997e8f1580a11436a39fa43d6f7d85abd7d64a6
derby,10.0,2.0,a309fc73d93a9fff6dc8fcc263dfb0e6053289cf
derby,10.0,2.0,187cc537692136b32b65e626fcbc95ea1e30886a
derby,10.0,2.0,439d1e864f5b1cc5f9f28d3a68a0b30047bf7f30
derby,10.0,2.0,3dd03e5ca45e59d58cc17dd2ae94226e26b31a9b
derby,10.0,2.0,9e6e461e8a18e9d7ada381c5ec3e7568559831b5
derby,10.0,2.0,a2d29ca3f241820d9f8a67c75b420bd6df723950
derby,10.0,2.0,ade77c35f67ac28c40eedd424a35110b999bc038
derby,10.0,2.0,e9f3b31e0ee3f1cfbf1b99bbeaa8fd3f790af437
derby,10.0,2.0,218884d37f5c326c96bd39c6f4474608fdab102a
derby,10.0,2.0,4e98d37f45e9911da6e5d18f309d57f281697f49
derby,10.0,2.0,1b267ac5b6b2ba0360c6ad1bfbcceb64d5684326
derby,10.0,2.0,f890fbe419b7bb5d2211d0c7260eab4056052c59
derby,10.0,2.0,c51bf84ca7a09b1778b92a347d00e6e5af6d921e
derby,10.0,2.0,37c967eaf543ee16d14395eed031d0e4e0675e2b
derby,10.0,2.0,dcfa036eec570e7c5d9d99d296cfd918d31791d5
derby,10.0,2.0,cfda29887a4c0a9ab5338ad3a2440beb9055dae9
derby,10.0,2.0,159625765c976d618f023fdf740811c05bb027ee
derby,10.0,2.0,0476d53708ee6dfa3c11761813faf45e1bea96dc
derby,10.0,2.0,06573c52ae3f6c8a1776681bb413aed5767bcd63
derby,10.0,2.0,3c53f6c28934b6e60e17987be4c4660c52c67da8
derby,10.0,2.0,b4e48e9cd321778516d08d67d74d10bc643d8089
derby,10.0,2.0,f05a2f83b228554235db167fd9d7dd065cfcbe90
derby,10.0,2.0,87cb6514749742e9de7e6ab2ff52671321d99bc6
derby,10.0,2.0,f77f36d19f4b950fcf1f46c08f767787b02b135f
derby,10.0,2.0,bb579f8cfb251f6248962f98914732d206d210bc
derby,10.0,2.0,ce0b604847d0ca2ab7b2103e24e6f278077c97f0
derby,10.0,2.0,7a2df4c6fa2ef5c6e60c9b3212a799dcb79be4bc
derby,10.0,2.0,568075cd8cd12072cfd39ed3c386351ab35dc9e6
derby,10.0,2.0,76997ae2fe785e8d6ab6e67322aa2d17f863aae9
derby,10.0,2.0,41a176d43a9067842981c7dd4906bfbe0c905f64
derby,10.0,2.0,424cdbd00c5f6c2c7f4703b9caf6c162cffc9ac5
derby,10.0,2.0,a9988eb1c65fc350318e7eb9cda0f0b1d103e728
derby,10.0,2.0,a30fb4331a8cec2302d9457b660519ec60f8b04f
derby,10.0,2.0,59134b7ea69f820d72e9cd93b9f6d2b7822db91a
derby,10.0,2.0,b40898f7d07dcc27738a048ec2777f48320ff6e7
derby,10.0,2.0,80b6a78d975ef290b13dc09d05cd6babfc7f8d1d
derby,10.0,2.0,f39e80ac238586ad50fb872fa709e96a5e404433
derby,10.0,2.0,f7672a4a32f737235f577ff2cdbe43246cb02f7e
derby,10.0,2.0,aabeeeeb60293a5b10c06303fc7c7e82132d4aec
derby,10.0,2.0,67d115118c09e2ee2c33eb1131bb33dbe2fe5535
derby,10.0,2.0,e47d64319496a638326a43a10c5ceb6ab9b390e6
derby,10.0,2.0,7b1f9aa5c7e6e65a8962544eeaf96a055f7ce1a0
derby,10.0,2.0,a376274d0ff7cc75649fdc87cc3bb19584140f0f
derby,10.0,2.0,d57bbd3f626af447989b528c1e6dbadeeb495e62
derby,10.0,2.0,b823c970df334328871088e6d35138b095d15bb8
derby,10.0,2.0,37becec9fd3f672b2dabcd40dfecd2a89664f017
derby,10.0,2.0,c7afe376a6a73f2851a93fb1df902804109cb5ca
derby,10.0,2.0,9f5214d6806dfab776a4fccb973ee83ff9452778
derby,10.0,2.0,aef993835e41b2c9facf202060cb3a7e3f84a737
derby,10.0,2.0,8d26d2890fb6de44c4ec1006cc3a8e2dd352f847
derby,10.0,2.0,c310bdd949f4502dc741d261e2e24497eb28ff9f
derby,10.0,2.0,2f02954c91458c9d5a72f8dbd893f4e0d6bef465
derby,10.0,2.0,10cc70bcc00febcc1aa0d6dcef2f959c4e930c64
derby,10.0,2.0,01217c2da76b308648ff3ab5fffb6a79ccb75468
derby,10.0,2.0,0cd162b63bf58e1ea222246f1b1655180dd5a411
derby,10.0,2.0,d23e4d70b79699f46c4e754ed09a8c6d48190b0e
derby,10.0,2.0,92f9877b7d3931fe2e787e1eb04fcb39f63cb67a
derby,10.0,2.0,ab647540ce31e7732084a85832028c261b83f4a7
derby,10.0,2.0,b9df96abb7d14533edb2135c2dd9aaaade849cde
derby,10.0,2.0,18facd4972c85706cf5849a2ff79b2fd782a0c87
derby,10.0,2.0,5bfe32409e45a3d42ef783a3fe370ace770826ba
derby,10.0,2.0,2471d34252e64c3ab48d9c11a4c5d429c9ab22b6
derby,10.0,2.0,3ec94a56b0893b44a6079928d5ec3732c15b2bac
derby,10.0,2.0,2a98bce610f5d6caa445fa5469e3878bcfd7da55
derby,10.0,2.0,8bc31837bcdd1ee7293c5e0202ef7824b815b03e
derby,10.0,2.0,5ce0f74f6b6698d4e11796d3634201b9ead0ad9e
derby,10.0,2.0,6cf4c2c107693c249c9f551fea9d59d4be38507a
derby,10.0,2.0,d5fba93c45a90e8004d5bde20ddcf2ebbc0dc173
derby,10.0,2.0,d2b9c545c5102ef8e062233a2f462c7b80bf9966
derby,10.0,2.0,f67c2ee7faa7ad03610558c6483ee3ac8a315b4f
derby,10.0,2.0,9a733625c4d762cde546f22251e2ad3e9f433fe2
derby,10.0,2.0,e0104e8bb86584146624a6caf70aa1c629021e35
derby,10.0,2.0,03a99e2ce157e7fc80c2e22ab97f4ce5b9484e1e
derby,10.0,2.0,13e9e7804817ceeb21c8c5a093786259d789b60b
derby,10.0,2.0,7aa6fa86b896b3ab78e3b8b467ae90b2b26f1e28
derby,10.0,2.0,ea3f2e42169317272710e51c766c39fe694554ce
derby,10.0,2.0,0b466fe4bd5a5093c72771869f200d667024499e
derby,10.0,2.0,dfa65f538aac140a3b4b1bd6e5195d230ad8ca48
derby,10.0,2.0,e2012f4ac4ed846b49247188cbab6a741d363829
derby,10.0,2.0,f7e090fc84b61e19fdb0937be92d6163ca567b74
derby,10.0,2.0,5b76a5277683012aa0681ddee62522e4bb765edf
derby,10.0,2.0,a7d7f12fb5fe0f4c8621fb095c3507328fc915bf
derby,10.0,2.0,ed153bd536c481ccf3503d00e4a75a2ea8858015
derby,10.0,2.0,d5744b8ccc8f4f4e042dc6e887bee0bc5da3823a
derby,10.0,2.0,c2ff6133b69261fd43c9d2f5b27be557b36db036
derby,10.0,2.0,5e3e7ba69f8ac635f9b6cb6a65ac72d744243e4e
derby,10.0,2.0,4b3350cbb654d3d23612005f6a918de8732401e2
derby,10.0,2.0,9d3ba335a06e66ad6d7129477f6b790a2cb2a38b
derby,10.0,2.0,95011a0730ed6108fc5202a55c4f75c60cd6dd92
derby,10.0,2.0,79b6c666b743e509ac28d2d4a69dbd53a92ae82a
derby,10.0,2.0,351dad861c3f3a656d51f9c1d1b61172dd48313c
derby,10.0,2.0,55f1cc92410195d8ba0f7fa30e390e1e815b0049
derby,10.0,2.0,c4c6000f7597fe7e17b09ecfe8a9a8123782694d
derby,10.0,2.0,a23c24591aeddb5f537383007c176879c6985a81
derby,10.0,2.0,ad3185420167c30774991ddb955c44900fb6ebe5
derby,10.0,2.0,18f963fdb0796c6a41a73d532754aa660f3fad98
derby,10.0,2.0,3bd1dd868a6af157640f1f6bce025f58faa45362
derby,10.0,2.0,11a5a28d9870b3b3ca6490f8a48273198a531d67
derby,10.0,2.0,b3d2bc6b025915ef1a4d92197dccb61bad4fb5f6
derby,10.0,2.0,d1879a30da25d23cc097c5ac7a47a921cbc90a0e
derby,10.0,2.0,12e892f542f99d67b65d43138d5527e1c59aeb65
derby,10.0,2.0,6ff35b48aa58dd9676e1619d9f6240ef5d36d835
derby,10.0,2.0,29411ae06279d161dd16e4ce1c0cfa955e29f6c5
derby,10.0,2.0,707aa66028832affe745c69a764d37ec20b0e77e
derby,10.0,2.0,e2b5660cf1480b6f91e92259664484b2254c9ff5
derby,10.0,2.0,7a466989456068459c551cd41a3ced0f6ff4f0ee
derby,10.0,2.0,5272c90684e68bc612d1b31e980a101a0a131d84
derby,10.0,2.0,07fb05a69200ffc3f797de66a1b464039aad221f
derby,10.0,2.0,2b04028f807a96f48e9e907f9f918712d992d400
derby,10.0,2.0,fc81152b1b05f989fa8f54b6d1198643841cf461
derby,10.0,2.0,6546caa90ec20c98d88bd50c442b5e13051983e6
derby,10.0,2.0,29bba2bcf2d2da3276883a259c5c1a2ec7ca00b2
derby,10.0,2.0,0d507496ebf59b2b22ee36029a68010743b2b318
derby,10.0,2.0,0dcc1ec096b53eccd560958aeacca5a9538c5b81
derby,10.0,2.0,bb67ebd26d5e329ec1a9afd89cf38fa353a436a1
derby,10.0,2.0,d57decdf0a3f48d9e9b7e720ac15c35fe727884a
derby,10.0,2.0,9c5e195ab314d7555ec65363204179b999d78561
derby,10.0,2.0,621d67a166c9bac9c418106544bc536f20090b0a
derby,10.0,2.0,d038483cbeb71c09ba95817b4f0190a79ccae6b0
derby,10.0,2.0,23f7bd69edf8e862fdbbb2a61e753f8a5f78677f
derby,10.0,2.0,e3aea2b7abe9c08d5a9f91c1c8bc87aa43c04c5a
derby,10.0,2.0,cbc0b44512115e9d65886debe407600d358ce441
derby,10.0,2.0,2fd14fb38cecc3ca086ce3f0007c77c0b60b2e33
derby,10.0,2.0,dd0779087550f636e7aa3d80da5bd25cbabd7e79
derby,10.0,2.0,f061ecd1a1096ce0b8e3ccf28e3da7cfcae371d5
derby,10.0,2.0,361d61bbdf94d19778f70171184ae2500ef3f0ab
derby,10.0,2.0,19b5d88fc3a3ace0b0c85c67c461d1db31eb73bb
derby,10.0,2.0,9e2d42bf8031f4696dbb4e1f6d49319c53010335
derby,10.0,2.0,7d16ff3d1e605ddb26e8aadc101859855d9742b3
derby,10.0,2.0,ebdced0dad8d9583e5c2ba07fd64636c0233aa2e
derby,10.0,2.0,a1f3baa386343969a1d539e7252c36b9e382fa93
derby,10.0,2.0,41444521e3f73bff5d37de04ee29e22e0b30e07a
derby,10.0,2.0,3bcc92e6d5e879192b96f9041d278385495c903e
derby,10.0,2.0,9932d01a7e265bb85a1f26764ab61fe3b8709a0c
derby,10.0,2.0,0d42361c734dd8237f0f5672d3da236c5d50d5f7
derby,10.0,2.0,bfd11f1bcbe7894be9fce50c5206310eaba4bef1
derby,10.0,2.0,b8ef064ec9c9026de961a51811141a05d2eb3e5d
derby,10.0,2.0,a4daf98d665a5d1a0e7266f63e70d48fbbaf1b48
derby,10.0,2.0,a9217e9e7146f1cc1406bed1bed68f0fe36c4446
derby,10.0,2.0,71408abccdc420bdb0261c0c64fb9a373cc35f3d
derby,10.0,2.0,7233e3346ec2acad4a9ccd4e66ea09694856641b
derby,10.0,2.0,79d64484ba1adb6a8ef24d8d9f1704d9ee72d946
derby,10.0,2.0,3e13f59c4f841ff37a5a7b874daf4ca84f197d1c
derby,10.0,2.0,1bb2ac50686a443c277d3f25c26ab0e1b3f509a2
derby,10.0,2.0,c3df7cfb03a7f618d9846c81452230abf3bc3c3f
derby,10.0,2.0,b51846a5dbe5debe52b174518e4d6720986ba419
derby,10.0,2.0,a44148c285b57bd2513f7b05984dd74ff8c98ccb
derby,10.0,2.0,4483839643b70f5fb1225c2091f0bbd84cdec60a
derby,10.0,2.0,481d0c6d27aa360189b421a7040f25515ef4d885
derby,10.0,2.0,276925a9f3a6abb672b95c21ff5fd222fef0c87a
derby,10.0,2.0,047a7632c668d995e9eff3a765a16f02578e735f
derby,10.0,2.0,d2344a74aaad56282f9759f7b4c6e30fd52ae225
derby,10.0,2.0,f8fa8cfaed6abc99142fdf58fbd83c319a55690a
derby,10.0,2.0,ca552551ee4737fd44dc0a770cd85b7dd0d37a15
derby,10.0,2.0,0f74c16ebc5b1a63c1036b19539d6f5ca63aae34
derby,10.0,2.0,822917507a28c5d2e411f3abadeec126f908d981
derby,10.0,2.0,46dbbadfa2cc245b4a00fecc9dfc4702b7b22388
derby,10.0,2.0,512cebcad241c919e7e102e9a649a0159925dffb
derby,10.0,2.0,f27644e3eda8fdd42ffaaa9b1eba40e68b74f1a9
derby,10.0,2.0,e87a9fde9b11429e2f608627ec57d3ce9aac9534
derby,10.0,2.0,76faa4962e0b0df286684f260b8c5497e00e48cc
derby,10.0,2.0,251ec97994aacf0fb4b962001deae66563a796fe
derby,10.0,2.0,fee30aa2ca1f216887d62f746f54a3bd751468f2
derby,10.0,2.0,263ca09db440e8ce991d071610f94eb170e661e5
derby,10.0,2.0,885e276bcce5cbc62957f275c0b8a718b868b094
derby,10.0,2.0,14928b1f4fa09ecf303777b3f5a8b73c435be67f
derby,10.0,2.0,ef4a7ba6d5e3a92ec2c793ae511ed642be4160cf
derby,10.0,2.0,eb37b68709598df038a07f373a1ece00cedf7f16
derby,10.0,2.0,b21dfac6d6bdef41d158b27c28fbc2d2de94535d
derby,10.0,2.0,edc200c56eb916937e4eb1be811ed35032cb33af
derby,10.0,2.0,0400f845944aaf28f5b4b678696992bb3b10b8ca
derby,10.0,2.0,57664935b72000cd8c709ee59b975c47f3242c7c
derby,10.0,2.0,00bbcf1a7f64914534f1d697dca5751538d2da8c
derby,10.0,2.0,43e6994a6c7b0473720d978d0704b221e712d740
derby,10.0,2.0,92c29671ff6119c672487fabed6fe860e9208983
derby,10.0,2.0,0e1da662c2c679c894c717578bb99a73ad97242c
derby,10.0,2.0,956354d07b88d6d8919d52eed2e97d1114646e0c
derby,10.0,2.0,2b47710862020f9fa51f4cdcbd2f8f09ea3af66a
derby,10.0,2.0,8a9e2f15921e2eb2bddd3fd0bcfe66cf5363eefd
derby,10.0,2.0,b1153d52bdff46836429f572d1a4b48f744e2a0c
derby,10.0,2.0,a5a98ce87101f38ceb781c06df44cbe0f9f12bc5
derby,10.0,2.0,b7e13a9968978475c30adcd1f959caeb45a8e983
derby,10.0,2.0,c134d320edc7a43faedc95879a1a6c85a89a328d
derby,10.0,2.0,2d5faea2d20a4d9d8639ed1523542626171e6265
derby,10.0,2.0,a41eb3aa1898f0c354da550d2e7b8ef25bf6a641
derby,10.0,2.0,d20d8c3bd0bc084026b2524536736d0739a4e0e2
derby,10.0,2.0,7d98408ba7c485cae372b98a524167ab4dfc45f5
derby,10.0,2.0,6ce7ab2405bcfbc54948a17f3e4b77ab1b49d53a
derby,10.0,2.0,15776affd827e3b4bffbc070dd255c75c31f8ed9
derby,10.0,2.0,145baeed59d14793c2d605c988a40a0434047723
derby,10.0,2.0,08313de058162e4bbecd32aeb68af81206901ee0
derby,10.0,2.0,ddd880007c999650f56a16b0c1f9340f3f4f7717
derby,10.0,2.0,feb5bb24655f00cc182a5c5fe0731f409d413ad4
derby,10.0,2.0,55de888ab61e52eff22be847765f363d22ce517e
derby,10.0,2.0,6e0750f1c4791289462f8fb712ee48d0d04c54d3
derby,10.0,2.0,db7408fde0249c6bf85cea8df8b5cf29e887c0e5
derby,10.0,2.0,74a105dab1bcc5981afc52d3c50a33e0338a79c6
derby,10.0,2.0,ea0a514447fb080c55fb943128baa0a01d9e96d8
derby,10.0,2.0,af884219109af439c7cf8c65d80954a97ed2eda4
derby,10.0,2.0,428ad73720171552c1ec6af878e06703b8133b05
derby,10.0,2.0,4eece4113ad7603c65396afcd946f8a1a672892d
derby,10.0,2.0,9cd47dc93f6e010cf661642c277455a027992692
derby,10.0,2.0,0a5c3c1d43c75942245dbdef54fcb8030c55671b
derby,10.0,2.0,8f784a46a284fa517ce3e946a48e9efc92a51627
derby,10.0,2.0,f308936b4f1acfd70c23a4dd905c3a7422512070
derby,10.0,2.0,576a49fd94438b8d05d12a0486b728a8b1c712cc
derby,10.0,2.0,0be2d6ecb126e6db6dfa1c35085c31cffbfd89c9
derby,10.0,2.0,93cfc7f845b18b46b36648c3031d99257c8f9b04
derby,10.0,2.0,7a1a699fd9f1caa4a85fda4f114120de1e14108f
derby,10.0,2.0,d45f7d3f42f8e49b5dfb260962c27b2ddc882627
derby,10.0,2.0,6796671fd785c17b1a8d8b2eb53683b96bb17681
derby,10.0,2.0,c586481bed039ad417850da53d29154e9c6d055a
derby,10.0,2.0,f63131723d26a5161bded8e54db453720ce79c18
derby,10.0,2.0,d4ddb61a77e4f4d8d958b119ccb5adcb67205fcd
derby,10.0,2.0,50642f4ff471a0aa65fc2d7b209074151d220758
derby,10.0,2.0,4183d60df64d3011494c95deef36b1b9c7a9f4c7
derby,10.0,2.0,d6756aa3304cde4b2d9de43108df85c0a749ee42
derby,10.0,2.0,fe2789acfa44b734274347a57ae5a27e2925fa17
derby,10.0,2.0,3b1291bca85bbf98012b3f7cc6d287b73291d3ee
derby,10.0,2.0,1a6e9dee5a1fa3f7d024bef1b572edf0c2e9ea44
derby,10.0,2.0,0568a6c127a733a3e1a69ddce10d8a801d78cdc9
derby,10.0,2.0,eaa33ed9f7ee4659a4ea0e585c7cf507fe8242b0
derby,10.0,2.0,1160146b8a9b98a850cd309df7866005740d6011
derby,10.0,2.0,640fe0a892036af81b01cc1bb513830b16a6a903
derby,10.0,2.0,0f5040a0db709529e9755b03d0f47562e501ff3e
derby,10.0,2.0,045d0c643823d9e796ea7cebc1ba8b80cae3886d
derby,10.0,2.0,69e77e31126f71227535e415822896970c22446f
derby,10.0,2.0,cec114ad2946c42bc04de0cabe99dbb2115e93e0
derby,10.0,2.0,32635d2e118d2ba76b47daf1bc1fca8f2acca1a1
derby,10.0,2.0,e6557d1683316d03b051cc88231ddc07498f4cc7
derby,10.0,2.0,886b5f8c2779f7a2e855244634fb543321d3e33e
derby,10.0,2.0,ab40defba5c02fa7083641de5dde7ebd33eb0f74
derby,10.0,2.0,aadfd4269ad537834caa44838f197e89102fad65
derby,10.0,2.0,698f7a2af378241238e4b00d082175489a00f8e7
derby,10.0,2.0,4f9187ed6cc50457a1e45cad5a1d1650ce277588
derby,10.0,2.0,ac100d6b51d640dcf043fa6c34e6824e9a85adab
derby,10.0,2.0,92c50e578ebfa1c6084aa36f8a772767873068fd
derby,10.0,2.0,83e8947caf11c7071bc294bab2d54edd25333fba
derby,10.0,2.0,e1a853ef4ad0818e3cb3ce691474be44422f09fc
derby,10.0,2.0,be3a57fc222f816376c5d48b65ea659c26e16a84
derby,10.0,2.0,2d2e71770defa6a3bbf39bb9bc64770b1bf8a8a8
derby,10.0,2.0,fff1a02a869d39fe13f09eb72a89175a5d7a06fe
derby,10.0,2.0,fc021249dbd0712c19c410485ae621aa93299b0d
derby,10.0,2.0,41674acdbecb4a4c1770db90ba3f18a543bd7fd0
derby,10.0,2.0,ff7369c4ca32cfdf7d13170b91d2e4dea9a593f7
derby,10.0,2.0,99870c5dda1ed6a521ef4d142484696e13bbfbed
derby,10.0,2.0,d51b773e809675ec46ab03214646f6ba68cd2def
derby,10.0,2.0,8a62d60d55c3f5f3bb75561c271dc0166aac7bb6
derby,10.0,2.0,cb3ccf31cbaaf215479ab9970603f45d4655779a
derby,10.0,2.0,e75a0b93f51b718d68b9a992ef1f0d8b390fe903
derby,10.0,2.0,38d4b767ec8c6019e37efd6c9dfb6937124217f4
derby,10.0,2.0,205404e9ca19860f927d0c3c3b4fdf15d61afd98
derby,10.0,2.0,879dd2060146cff43ff38451de56142070bb44d7
derby,10.0,2.0,5d3c52adeb2fa909e1b9ede464f40198c4f2b3cb
derby,10.0,2.0,9e6ceb7396d6db853d92d5b802b770792220b500
derby,10.0,2.0,a1a1192362c2cee38ccd6b66c0351d63412e1f22
derby,10.0,2.0,bec4777b428dcfc85a9d0868a574a1858a3b10c6
derby,10.0,2.0,971d6b96d6cc7f0e869570f391c03b3b6869d29b
derby,10.0,2.0,b5cffe60df910477861bc34c8fb0b74062cc2f37
derby,10.0,2.0,415cdfa9dc8042a53c4f0154499c629d5f23bc56
derby,10.0,2.0,58378a03f75c2a9fac8676e21ae438919d463d91
derby,10.0,2.0,3143fd15e617e2d84c2ada9ec30d9f07f1716eeb
derby,10.0,2.0,fa1207a375e3cc17e855f83c615f9ff64b9a8771
derby,10.0,2.0,5727bf5ea8c2b352948b2b314ef6cf8d5224b6b6
derby,10.0,2.0,dfd030f9596d5bc02b45773490471482d496f78d
derby,10.0,2.0,3d734bd1efbc77598ee0b396492d9724e14297fd
derby,10.0,2.0,30c01ecb8b9df7f86f8aca93f6b6e4ba3ff01c44
derby,10.0,2.0,6dba60c90420b40a2f694e7621408f365470a808
derby,10.0,2.0,6be6ae477bc1aa8476cabc7e3eff9f24ec974c2b
derby,10.0,2.0,64ca144cf06184adff2161f4344fee709b565df8
derby,10.0,2.0,3d901b8aea186b09c0113e9ad010fc6c7c8ff45c
derby,10.0,2.0,1387d1d1e841c66e4e6d9f7d5eab0fb2debdbdb5
derby,10.0,2.0,b2993a6c2eca2a80c1d16c428ddc1dea65527d76
derby,10.0,2.0,d7644087c45c952f51087cf952dbd1153582aa9a
derby,10.0,2.0,9c2fcf28f3a4c6ab9236780c9e8c555b3ad6c87a
derby,10.0,2.0,4e091b6380224d13681c4df1d8f164a4dfba12ec
derby,10.0,2.0,d2a91c3ae017f9cf8e596bffdb37299266f79351
derby,10.0,2.0,44ad7f6a6fd0877469811206fe16e7f8b5ac6dfe
derby,10.0,2.0,94057f1e7f1b6d36e64109fd7d8b5d6d2a8720ed
derby,10.0,2.0,621864e14f2345e3ca6c08e23a1907e5df27fd2b
derby,10.0,2.0,b2d40958d709a57c505513596776315f06b96c46
derby,10.0,2.0,7a1db7b607a33089d083007bb63df0f78c7aab24
derby,10.0,2.0,c4566a09e7a22d452604430b709c4be163ea9da5
derby,10.0,2.0,2ed74034f5376fcf40bf4fd7e22880a42722d264
derby,10.0,2.0,977561c9de22d12b40a3a2f79a8df22ba7fc7752
derby,10.0,2.0,b2a17475e65e270d4d164e49dfb576df8d788ea0
derby,10.0,2.0,9f93e54f4aa4b51f42ee5e37100db1c4fef9361b
derby,10.0,2.0,ba26108556193ac534968a6c58119079128cca5d
derby,10.0,2.0,60507bf1b9773774ad6732f016c1760ad9c9ae10
derby,10.0,2.0,7cb31ce9df06ef8effbac8342f9798bcb40c9f79
derby,10.0,2.0,23bc124ab1cf1e9adaed6eef005e13253e8279cd
derby,10.0,2.0,37c5e3c408b4be819ad4d81c1fb8d43d45cd8daa
derby,10.0,2.0,d2989b7c8e85d8e5237ca2f36344eb4f163a426b
derby,10.0,2.0,e2751b563146bac91db6d99b977c7ad3b896274f
derby,10.0,2.0,6a925a39f416e8023060375faf4dbf8bd1733fba
derby,10.0,2.0,49335b4f9c5236bc484a0dfd41d76ccb22d0bf18
derby,10.0,2.0,e570c3147f7f6d6bbc8cb6881a7203d2c285f8e5
derby,10.0,2.0,26ce9e7969a09910682b69d1fe09e7b2221803ec
derby,10.0,2.0,f271471d3c06ee66c970a77838853adf33ffde6b
derby,10.0,2.0,7855f49658fc02cc834849539f4dbce92331123e
derby,10.0,2.0,18a0d89d3c03277a53949262d3b9ecb02966d78c
derby,10.0,2.0,348f4cd0c03001cc17f718f23c6489609a5a0a58
derby,10.0,2.0,013d2f58c36fc3a5a74bbfb53573ad25c0670379
derby,10.0,2.0,6da3fc6af85bdc825de39ef23dc8960f3f646af7
derby,10.0,2.0,bb7eb4d317a095bedf73ea4a7bba93b343f52279
derby,10.0,2.0,d1c8b248a42851395a79cd25c776ce6f09e6996c
derby,10.0,2.0,7bac3b36120aac7fb08d5b81755f09b307a94ef7
derby,10.0,2.0,8846963e6e6ad5f65f44a87ce6d0b7b4006eb9c5
derby,10.0,2.0,9ab36fe5be3632bbd1703a025618a585f0db4a57
derby,10.0,2.0,6d02108f092a4b9fafea1c7a1c8240d534615f73
derby,10.0,2.0,ae71c7458f946463e16dd4f3b96d93e3e1e03a42
derby,10.0,2.0,5c9d46a058422f128c0f174df7b1ff4061320e75
derby,10.0,2.0,125c328fa18b3e20e00bb81a246547a41aed7388
derby,10.0,2.0,2999ac0c5d58084224c1690dbb937183dbdb2fca
derby,10.0,2.0,c50ab515b2fe22f2dd0a953af59512ace04bbf4a
derby,10.0,2.0,320777fdd8427811e3aa3e89b3e9988e19198615
derby,10.0,2.0,75194ba01116123a35227f6b41eb59e2f8b75043
derby,10.0,2.0,6a85bc6cc5f90af4235e8a598730464b6a6e8b06
derby,10.0,2.0,02bab866bc37038e8ccb67bb3f8f8897e649ee28
derby,10.0,2.0,bc8fb910a152228f694a31d9191377cffdb2b09b
derby,10.0,2.0,9ec13b2c1289f58b7ea8c7cd3c74da29849d9b17
derby,10.0,2.0,f3ab04f35dde0f944acdac272f2e4742f65a89d0
derby,10.0,2.0,265830661d58ecdb4e19afed42e2c13782be3a6f
derby,10.0,2.0,88a210955f6d68e57f3cc620d142309e2e4accdc
derby,10.0,2.0,deb9b45bda9062b8e47eaf434f0107ca8f299c8a
derby,10.0,2.0,986de89f4fe49c95f31e2806ef74b92e8b2ce9b9
derby,10.0,2.0,407e52dcf4ecae254680b00e64db66045d5ab24f
derby,10.0,2.0,869ecb7055a06a9e8ecb90734ab578c14e825384
derby,10.0,2.0,1861dba623f298e385b05e144535ff15cc4791b5
derby,10.0,2.0,f27bccdf045fb2c3ec47c6aebdbd5cab8375b9f3
derby,10.0,2.0,b0551db0f438921aa6a52ef6f303fc4861a17643
