project,major,minor,hash
bookkeeper,4.0,0.0,c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9
bookkeeper,4.0,0.0,9ea37773fa07e8e1c16e654020ae34c3d6564963
camel,1.0,6.0,e21c424b9c6d2e9be6c6816be71ff7508bcebc46
camel,1.0,6.0,4bd8ece8bdaac756fe0664c4763f360cb816eeca
camel,1.0,6.0,91bd9afd93ae445aba2cb57293fd8cc59a84844c
camel,1.0,6.0,6b6fc87188512ff8fb3731a2db7be723200037ff
camel,1.0,6.0,87b639e2acd7a10d7c989a2e1ef02cf4c06e2f57
camel,1.0,6.0,72da22bfbbf9f5aa64b312731ffe9d8e3692fdaf
camel,1.0,6.0,bcd84ba8fa93836639d37a37bcf1416446874597
camel,1.0,6.0,9d754b19f22daa9072700921cae504e74a5e7f7e
camel,1.0,6.0,cacb747be6f7e27da7c120d2c8fc81f631009b5f
camel,1.0,6.0,1c38be6afeaba2f64e20e3bf72e8495dbef10275
camel,1.0,6.0,cff8f47eb7a1ad17442ec0d3c9bb596d29873faf
camel,1.0,6.0,e2e874eb288f62b6f7667e7dd8fa82e35cbc7a13
camel,1.0,6.0,110241f0a6e066fdaac1414f29676fb2102f88ac
camel,1.0,6.0,3d4ba8bd497e9b46dc52d81c6feebf3cfedd6e5a
camel,1.0,6.0,6279daf2e3d1d2aebac97a234a713e8a29f34a82
camel,1.0,6.0,b43b6713ea38d4c2c1efe547230f7a9f2b795c9f
camel,1.0,6.0,8fab4940133f34b8d0ec1849ddd9e8442fd0ea0b
camel,1.0,6.0,9c360c593b2d0718d7cd555ff9130c0d5fb8d8b8
camel,1.0,6.0,c9764e989c5a8f523bbef55a0336592f51226624
camel,1.0,6.0,113e540135399ea35e5c9519cf163aac4fbd6726
camel,1.0,6.0,acc7f148b5f9faedbf8def7f244994a8f6b7f702
camel,1.0,6.0,196905d6ea903f0b692717408d91a1c1444f321a
camel,1.0,6.0,d2d7a3a0b71f9349dc39d9fc0baf935181166eb8
camel,1.0,6.0,0c7ea758d85ea45635b79b9a9300ba54437b248c
camel,1.0,6.0,55149154710b8bd1825442c308fb9b4b76054a63
camel,1.0,6.0,add69c350c5fc03295784c8eaa4b713094f988e1
camel,1.0,6.0,334633adf816ea6bae829db4e4090c750878b9fc
camel,1.0,6.0,c74b53e802aaeff4b010f9ec0d05d855e2b4e69b
camel,1.0,6.0,dd3aa874a64aa9a10032d4468858475621cf7944
camel,1.0,6.0,6cb1398823998cc4797e77100d9b097b1b932308
camel,1.0,6.0,48b4a6ccb9b51a2ca7de85b2aca9cb93bf24e64c
camel,1.0,6.0,2cf3483724329f20bfe4d2f0767e3c3b60a57669
camel,1.0,6.0,3fd60b2abeed4fd72e0a1d2616719ad74316f311
camel,1.0,6.0,b100470e4dddd0b51063d4d90d216fc760e95789
camel,1.0,6.0,f5bdeb08e71f7584c9aac1e10e22d6df6188a5f1
camel,1.0,6.0,60ffcc3f08a68e1468fc1102e9cbdc75089bca22
camel,1.0,6.0,6b2b0e4ee3b33163c2ca085454e854834a5be015
camel,1.0,6.0,f4b66a6b87abafa567c0330f4159d99e06058edc
camel,1.0,6.0,211eac222b6e381794b47a1e413f8287c56adcd0
camel,1.0,6.0,7a098dca03cd61333a84dc3ac632de719d0d973f
camel,1.0,6.0,b4ec84153de3100d5f4638ee94510d71efbb756e
camel,1.0,6.0,2181848c58deb7a835f2021f15eceba511744c76
camel,1.0,6.0,7811e427690fd25af881f28aefbd4ccb6dbac19b
camel,1.0,6.0,c72ea0f9c5d19a20848a1239b4ee103f99a8e7b0
camel,1.0,6.0,00460d6ad1fe6c6cd7c770d97523cab1993973d4
camel,1.0,6.0,69de525567fa4672cd2f20369eec9b489a833ab7
camel,1.0,6.0,b70286711ba2fec0e5747f9f308b454253a93898
camel,1.0,6.0,57b3adc7943a09d2eb0544099590c2b28ab9d4b4
camel,1.0,6.0,0364a9b5ad2ea071931a3f395943a7634c895f8c
camel,1.0,6.0,98deeb9034217f1be8b5105d2e43c9263d7cd7e8
camel,1.0,6.0,58b8b97ea0ce007a35bfef5d53d22e8b9e14e016
camel,1.0,6.0,6856d91eaa17c75106b39d25ae1d4a2c79fc1993
camel,1.0,6.0,115029fa4db3a432788e3c8e3a6eff5acb562eaf
camel,1.0,6.0,613ac511c7ad2c7508b987e15aa40fbf98d25c39
camel,1.0,6.0,493cd800cea74bc7f8457d9b063dc327fd69772a
camel,1.0,6.0,fb72d245fd63d2f8fc808a11fcd0b87e6dc4b13a
camel,1.0,6.0,c68aedc98b9223e465597f12c20ffa8c86049af1
camel,1.0,6.0,f0702cb43f2cd7d8b4c137a49b9cf1ecc691e827
camel,1.0,6.0,9a9f88f93583aa537d56bd6196ed2d7ca2fd1b31
camel,1.0,6.0,c8a584d7e08fd22022d45006364b4c2bc9deddd8
camel,1.0,6.0,3273842d7ef252710929365d836923d88d68d3fd
camel,1.0,6.0,b040e270643489d4dcaa4d746ffdc98d57926c78
camel,1.0,6.0,34cdcfded781a158977b84ee4ac3357fbaa94e9b
camel,1.0,6.0,6a2ac2209d947f76277f60226d61aa6196b7616c
camel,1.0,6.0,457bcc1e475d2e4ca9e87cc050e95edb95fb8594
camel,1.0,6.0,852f26a1b2801c62e6286e207a8bcabb7dc19256
camel,1.0,6.0,ac45655db56db9c75400819bff6486caada85bd8
camel,1.0,6.0,74a5760ad5be272989296d195444fd1b79ea4ea4
camel,1.0,6.0,5cb9d15cfe6ddca743cc4e37e5f695fbb63fc5b0
camel,1.0,6.0,6feda6f0accf433143d46c9aa96f0e17b5c2593c
camel,1.0,6.0,8c1933ecbf207bce05820d0c440f26e3240a6d41
camel,1.0,6.0,56f01384c419a987aed9bf8f7d217e6ebf2ca21c
camel,1.0,6.0,90276f1c72761536fe9388539942d53db15d43f3
camel,1.0,6.0,d8149e28045f0a687532a31ce223415900aac317
camel,1.0,6.0,faa58b7985e08b151f93965fc34f981446766795
camel,1.0,6.0,e5cc2dd55a095d356565f938353c8b526c7c1623
camel,1.0,6.0,7f0028b279e72af3d2bbc399c887154ceab7cdde
camel,1.0,6.0,9e4164f06fbc0ca4ebd0560b818b7d7232111498
camel,1.0,6.0,1791b87313286ebe6c8139010ac9917f1adb65dc
camel,1.0,6.0,697a5ff366eccf069fa933a25323839a8aa4abd2
camel,1.0,6.0,9d86c3b12fdbb4a8e0110f40e5abb460645b9a01
camel,1.0,6.0,f1f5119521bfa8a86083faad40c223c65c5a66c0
camel,1.0,6.0,75a03ba9662154a846ecb3d31fd40af5405841f4
camel,1.0,6.0,f3676ed0e74cfd3819ae0db0da4c15e2b32f1671
camel,1.0,6.0,2eaa49e3a95b928468b86388be6a8196c5f4dea7
camel,1.0,6.0,f3ba0994c8ddebd721c6488cb6621b770a5c73f8
camel,1.0,6.0,02ff6f0e26ebeb123a8b2f8d5e9c09583256f8d5
camel,1.0,6.0,2493a5e42691d3c0f7e6f5e638c923092dcf8b6a
camel,1.0,6.0,cca2b931618b737547a44af3a6581b02bf626f0d
camel,1.0,6.0,709ea25a23d406638e7b1d300814f22317d61bb3
camel,1.0,6.0,ec6ed17574655a79e0515b75d9ea91aa69341302
camel,1.0,6.0,59f8c5ad946f92c9eec7e0aae292780ed0aa8c96
camel,1.0,6.0,20d3ab17b22cd0ec5540940eca8ae3c226e54a56
camel,1.0,6.0,63887ecf4efce7d96a0b97ed7ebcd42f4737650e
camel,1.0,6.0,b5126c00d6338be46d146413079e9e6049c6acb1
camel,1.0,6.0,2074de5abff1cd57ad96b0e8239911bf8dbaea06
camel,1.0,6.0,705ec45aa09308b8ed1164374983a40cb1497785
camel,1.0,6.0,6de0ef444508d35271e4bc1e812768e0ce013222
camel,1.0,6.0,0da795df9a7a4f24d0d99d5c2d01315bd9f8498d
camel,1.0,6.0,7afe11b51a14e9b8723dddefb73b8038b220feb7
camel,1.0,6.0,f6cbe6529a1084383b72c06ab215a28dee3ebed7
camel,1.0,6.0,70acc624a006e0c900ba800d17fc8feee497ed3f
cassandra,0.0,8.0,a8b65ff8e0779778553c49b1b5f1399cc2b913bf
cassandra,0.0,8.0,d1185914ba34ea11c2bc6bbc4686070a9a9e67a8
cassandra,0.0,8.0,ca85af79b3b4a8a843ad6b45ce2704882a49b099
cassandra,0.0,8.0,00f9868d94d03ca4f7d47e7ffb530cf5f95a56f0
cassandra,0.0,8.0,afa784716907eea84c4fd88ed5a435d695aed58c
cassandra,0.0,8.0,86f608f3eab0292e317029ef29339deefd87c368
cassandra,0.0,8.0,4552c59388a4bd73abf35ea9f3c2366be416555a
cassandra,0.0,8.0,8ed913bd38ca0d2e82889bd96829131b3a0fb152
cassandra,0.0,8.0,7f9d14178a83ccaeb3b5a5a8f5733c4f894f844b
cassandra,0.0,8.0,546c89fe59c78dd4396dda63eb61c8076516580a
cassandra,0.0,8.0,992cc99cec0a94c0df9c0119f252d5973711565c
cassandra,0.0,8.0,fc9c3b0067ebf4282d74a65047c0ffcce7d90d85
cassandra,0.0,8.0,7c557e25038db45d1e5e8555d11608a5cbb390c4
cassandra,0.0,8.0,1da12e2e853a0562e37caa9b8c4f981450ab4152
cassandra,0.0,8.0,e970b03c65ffa2267236c636a10712e3ca448f94
cassandra,0.0,8.0,4e96cc9d41bccc9781cbe3008db6e72c91c7d5f1
cassandra,0.0,8.0,2ae4267b531422b372f289039566dd5dcb93264e
cassandra,0.0,8.0,1dd1df7c912892fe67f37a6fe7437bd3e56259b0
cassandra,0.0,8.0,52bc489ff3638ce543232eb04c94f1188314f14d
cassandra,0.0,8.0,9c9c2edc569864bd8000c1385dd8e11343364252
cassandra,0.0,8.0,54f2d0b12310ffb9b5d02961df97e8617e9a6899
cassandra,0.0,8.0,d15972e82d557afbde631a7880c7be7f9e27cb7a
cassandra,0.0,8.0,5a4cfb1b1e7ea36d59e30b74873ebba4f62d25fa
cassandra,0.0,8.0,8610e8d7409e68d89e272bb4c8c3c65ca33e6cfe
cassandra,0.0,8.0,69155f7c686de24ae45bc235f3bf98d7d6d62161
cassandra,0.0,8.0,a2665b174cea49365ac97b86d608792b5f5532f0
cassandra,0.0,8.0,5841048f62f8b53a08f7cfaf717094ab97e083ea
cassandra,0.0,8.0,85e5c375731c7b74630bc9a0fbdc6ffe4c0e635d
cassandra,0.0,8.0,e496f0deb44a71fdea8512405bfbd33e7907bbd0
cassandra,0.0,8.0,cf22ca808b1ed080c00031e6b4d69c159f1eaae5
cassandra,0.0,8.0,3668f031f074f65a792838a4be8935d0eac8d3d1
cassandra,0.0,8.0,17b2451fea40d2037a76efa5deb535c82aed5d67
cassandra,0.0,8.0,41954ffcf747cdf0052d2d92480e95b3d17ee715
cassandra,0.0,8.0,43c05d9951696ca2ba66f37c2abd5f6d356d8d25
cassandra,0.0,8.0,8becda0810ef47fa354041ce57dbca64bdc27d8d
cassandra,0.0,8.0,83fc44b2950e738ad3dd49c1a6e158b2f5192f80
cassandra,0.0,8.0,03e329bede79b7ef9647a99219c2cbae45857860
cassandra,0.0,8.0,2691fcdb0664952445673eb8d74ddef98820167e
cassandra,0.0,8.0,252451c38b8a30701b9dacc8d8281bb23447d454
cassandra,0.0,8.0,d7823c873ac268fd9c9639a75da6b450602173b3
cassandra,0.0,8.0,16c2f455af42db5f249d1034c4a7df4cf9618873
cassandra,0.0,8.0,56661d653a09b452904859a75566fe58c4bb7db8
cassandra,0.0,8.0,fe122c8c7d9ca0f002d5f394b4414dc91f278d1f
cassandra,0.0,8.0,46dc52ba991bf516c2cdd61767abd2b06757235a
cassandra,0.0,8.0,4a41cf6e46c09632e09ed8f77ff582e1e42562f0
cassandra,0.0,8.0,8aecdbe41dd17a3597f5ea35ad3f7b10a2687b88
cassandra,0.0,8.0,9b776d00d92fd6bb329dcf8a3d0e3aede20b7b63
cassandra,0.0,8.0,5d4be798913887dfa14d7dc398b85dd17af00ec7
cassandra,0.0,8.0,e940d3556db7a20d35c94fe7f8ae7a5686a5fb23
cassandra,0.0,8.0,d5b6aa4cf14058f4968a00c06da7f0a9ea39a3b7
cassandra,0.0,8.0,f25dc9c5ecfa2a33b5fad7c281a0e54088c2c721
cassandra,0.0,8.0,2f5dd8f6085fa25610360fab81a28ade5688d950
cassandra,0.0,8.0,ff4a3de7f64b8bda85a4f5ba1703baf6dc238e57
cassandra,0.0,8.0,62440489708a5ba14e949df731a9fac3c7e30bf5
cassandra,0.0,8.0,64ed6b120afee5bf6f777334fbf9dfb9561f6bd1
cassandra,0.0,8.0,e23fff1d73a017cd0e0a95295721e73b8034846a
cassandra,0.0,8.0,4e6c0f6c6bc51ab0e35dbdd0b07017085682bc95
cassandra,0.0,8.0,f07f71df6df022287dbef31098952f96e9186852
cassandra,0.0,8.0,6db62b56018094540db72100973f8a01e0780ad4
cassandra,0.0,8.0,3198612298ffbd9f5529bd0077d0cee0f7ec225c
cassandra,0.0,8.0,8ea183969b90633f79ec017659348415c2e842ff
cassandra,0.0,8.0,2c3800e55e594418c0f937e8fb5d721b75b9982b
cassandra,0.0,8.0,673c752412e67491b5feca92b8b4b3a32d7b0a4c
cassandra,0.0,8.0,c1d64bcd5e97aac93dc99f09dc7c829c0740309c
cassandra,0.0,8.0,5f38849a240b778627e4177d2b849c592d0f372b
cassandra,0.0,8.0,4c3f089259adbb19975d4e9545f5249f4c7f7014
cassandra,0.0,8.0,514943e0d9e0e235557432f2af60f039f5645738
cassandra,0.0,8.0,c1377baddeb17b62f82bda3fd9390acfb008c21c
cassandra,0.0,8.0,404fb130055a157aacef65dffe02e450a1ddae6b
cassandra,0.0,8.0,b5485f777180a2ccd2990c4332553325af42df6d
cassandra,0.0,8.0,c2cf5c4bececf7c2c46c6dfc5ffb9f702835127a
cassandra,0.0,8.0,c330ee72e9ea817c21c2424dedddb67d76b9c1b1
cassandra,0.0,8.0,47af0b096da4d0337c088631ffb2727e72060901
cassandra,0.0,8.0,465a82e696224369f511b6338500e317ed0acfe9
cassandra,0.0,8.0,b7894b264bd9f3cc5881a0d8dc9b58bd5a6a9675
cassandra,0.0,8.0,8752029ae216c259929a527ede757aba31ded73e
cassandra,0.0,8.0,ce1dcdf34b5d06b9af1183fbbd55d94604cbc6f0
cassandra,0.0,8.0,d450b39206036be6274ff4c24116c89321eb6600
cassandra,0.0,8.0,5c288ccd1531a329c8f303b383363dec3264e848
cassandra,0.0,8.0,203d6cf38a79368669f59632499651b9c1f3a190
cassandra,0.0,8.0,fcd02e3a6600bcfbbd1a6a9aca01743c0bc72efc
cassandra,0.0,8.0,5d98581e9c30bbd226fee9087bdde0ac7bae6f86
cassandra,0.0,8.0,522d0dd1e4e0b76cb36907d13595b31e231543d6
cassandra,0.0,8.0,783ce98c4895c54eb5391b5f05a81ac0ec64fd6c
cassandra,0.0,8.0,fed37661245b15f8b8b0f3a7fd19b72a0a9ee78d
cassandra,0.0,8.0,edba1e815145d823edc4ebe61bb9de39311620a2
cassandra,0.0,8.0,0241333e03e3f21655cf9677461deab9b9986bf3
cassandra,0.0,8.0,5ab7cda3c7058c03a6382d96e8ee69c242185f6e
cassandra,0.0,8.0,9268478f085b1ba7c30db2adf802dc86cfddd529
cassandra,0.0,8.0,155df4534ab544fbf357af1fcf876ea7455895ea
cassandra,0.0,8.0,63a33d2a5af5a34ac3fb9e623eae4ed175f250ed
cassandra,0.0,8.0,a5e5cef9cd97a5b16b9b73e08421bae2311d2b78
cassandra,0.0,8.0,db814b3cb681cd1c2b12712156118ef84dd21761
cassandra,0.0,8.0,00ba8dc79bd2139f9eb50a1c400be43f4a2f8453
cassandra,0.0,8.0,79174de4b7f96d1aff7e80099f15be6a132c20fc
cassandra,0.0,8.0,7407736042d41279e14ed2e5a8a905850f44e443
cassandra,0.0,8.0,1033f8a32746657c74db79692aee6764b8ff8094
cassandra,0.0,8.0,94f5a6a12b2d17a5e68abd3f63cfc7736b63d6e2
cassandra,0.0,8.0,62cd28dfef1086607bef8d4b714ceb9be8dde250
cassandra,0.0,8.0,603e1096c96740289324554b79141a31d8c4f9cc
cassandra,0.0,8.0,05187d5792adb132e0706c04806da8e427318dcb
cassandra,0.0,8.0,5f0970484f22fd3e00d3299a964d24a32b974c88
cassandra,0.0,8.0,e1a6cc02626c29f647c8c35dc22f69c41dacc046
cassandra,0.0,8.0,c473679a233ba60e18be3daeb327becc439939cd
cassandra,0.0,8.0,3a51be4c379bb0d832ae93552d53e239cbad550e
cassandra,0.0,8.0,1984e8e615772394766b6919f9001add29034cd6
cassandra,0.0,8.0,41438d5dbb82687251ad5cd3b0a6ae82168e06d1
cassandra,0.0,8.0,da003e93cbf1aa1e6d79cc712de5d42cb9df1349
cassandra,0.0,8.0,b179af1399fe5fef7afaae02c7821e409a32624b
cassandra,0.0,8.0,086fafe362819d399bf874e9adc411ac52377274
cassandra,0.0,8.0,98448576522e30fdb3b0c09380bfbd8a448ba064
cassandra,0.0,8.0,ffb82b0539248644062d50543f5f555017cb6996
cassandra,0.0,8.0,b8c9ad4a9b48af6bcb82b714942cbbcc0b41a6a2
cassandra,0.0,8.0,7a49fb07979f7f8edaa638e5decce2366dda4102
cassandra,0.0,8.0,4f3e4cca2a9ecf609d7119da8c5c6901c0a06ee6
cassandra,0.0,8.0,8cd4dcd2117b42de75958573c6cb7b98f02ba71a
cassandra,0.0,8.0,ac5f5498432077f9a311b035d8bd2df50a05ab1b
cassandra,0.0,8.0,5d86868ed730e610ce11936c8cf6778b573ae4cb
cassandra,0.0,8.0,0ffd4e6643a6442939ccb1e610f02851ba17d04a
cassandra,0.0,8.0,16d860683c29e47010d50326289a18d9ca337c13
cassandra,0.0,8.0,76853c8b8ddb71bb38d228f310470ee2195e046d
cassandra,0.0,8.0,64bcdb72f89d91df5287f71f18a96f0cf15b2a75
cassandra,0.0,8.0,cd62c0fef1329bf7f834b72fd5bb9bda31186b20
cassandra,0.0,8.0,e4d7c803aa6aad5df0f547941753bb5fafdb6535
cassandra,0.0,8.0,299b7be0258dbd5ba55a105e70ddfb919f12ea09
cassandra,0.0,8.0,251e24a7d991b85973b091d3bf7aed053e037420
cassandra,0.0,8.0,359d12e5e633427edf0367f4ffffca11b1fb7f37
cassandra,0.0,8.0,8832e7bcc394cc8b48ebbc167b2b7aefc84fae23
cassandra,0.0,8.0,1b24a02c4cf8d4fce042e3f9b2f34945b729fcef
cassandra,0.0,8.0,3c988f7f9e34606801c3548ee5d1d4951d442785
cassandra,0.0,8.0,1ce23e78f648b8aa8bc6e99e38c7db00188d82e0
cassandra,0.0,8.0,4a342a669b1dafbb22bc03e28849283d9f0374a1
cassandra,0.0,8.0,d6b3cddd438f36fa285579a361613084742cd75e
cassandra,0.0,8.0,17bad060117cdb1a8098a0faa849d83c1b5f4020
cassandra,0.0,8.0,3c93525db9605c7beb6c6c65de22801c4d933b07
cassandra,0.0,8.0,9a0ff7ba4797a20ef8d637b8044cdb6d37d897f7
cassandra,0.0,8.0,6d7887acca06c185f660e03c4d4c987329c91356
cassandra,0.0,8.0,211e2b1cd55aa4a27411b15766d523db82766dac
cassandra,0.0,8.0,2f43dc305af0e0899ea922b0876f0f589134d1d1
cassandra,0.0,8.0,41f83a108e7def59c5a3a2eefe66df1c74c02ef8
cassandra,0.0,8.0,e771943253c899105c883b6dbb224cf73e7771d9
cassandra,0.0,8.0,21c6eb0876abcc4d3994dffed2ac7f515553c8b0
cassandra,0.0,8.0,4f6f703ccebde81a7becb96094b29c225aa49695
cassandra,0.0,8.0,3f71a98aac5bcf1c3e4ce506ffa5fa513f2a0c40
cassandra,0.0,8.0,ca1c8bf247fa3fd65fefb31adfe5b1f6c29ec1a0
cassandra,0.0,8.0,512494964756b7d23317da6d0cf6b794a2b0e486
cassandra,0.0,8.0,9ace123f393853c7034b42cfe3c9cd75a736895a
cassandra,0.0,8.0,5c2dbd8532fea5e239dceb8a219da483c81b0805
cassandra,0.0,8.0,5d63a26cfd7e672d749580dde3e08e3ef9b3c577
cassandra,0.0,8.0,efdba01c6b9ebef15aa8399330f025853c8b479f
cassandra,0.0,8.0,2be26b812a1ef8aafa9f3650e2e6b660daf47ddc
cassandra,0.0,8.0,5cd241d0a5672a9b564d08f50d4581d3105f7793
cassandra,0.0,8.0,6e22489616ca0a1bc904f6d350e37c9f299fe3b1
cassandra,0.0,8.0,dad3a031e5e03e9f9e86bd8572b67ded9f87ebbc
cassandra,0.0,8.0,0beee279d249baea5f857c20f5d84e23cddbed5d
cassandra,0.0,8.0,244e1f54fcb07efb6dc60fa99dd00c5e24da5b8e
cassandra,0.0,8.0,65c9e3ba80e0b38bb7cb0979d40feeeca6d72fe2
cassandra,0.0,8.0,b4682e26627ae81abb3f1145f75b177f5054bf08
cassandra,0.0,8.0,501ae92ade88692740477ecbd935fec325e00cba
cassandra,0.0,8.0,643ef396d7c95b0930cf4528a78182f8550736fd
cassandra,0.0,8.0,f33c4fdc5d883f5dc2252c0d0dfbd6dfa73deefc
cassandra,0.0,8.0,61fe5d4884fb04d0f6e10746353eb3a0e11d6770
cassandra,0.0,8.0,eed330ec086f36b36ab7ac2fc74693db43ae86bf
cassandra,0.0,8.0,448e64e448b26b434561ac421dfe89b45b133150
cassandra,0.0,8.0,3959e909efa8644b53cb955c8350b16f1bcbd62f
cassandra,0.0,8.0,4e99e00b6cde513feacda725b39438c9af127fc2
cassandra,0.0,8.0,a143d43ce46609f89e2b132e82c8b0918598c220
cassandra,0.0,8.0,520bd60ed98c18f1ce4dc67f8d852da5cac28ead
cassandra,0.0,8.0,32ac6ee760c979b0094c8f9e9a710bf27326253b
cassandra,0.0,8.0,beac419bd36a033c6376d3b91455abdeddc85685
cassandra,0.0,8.0,d10882987a6872d393cd976dcfe96afe091d54b4
cassandra,0.0,8.0,5a07cb0b7a14116494696b54f0d9a7c7d6a85cf0
cassandra,0.0,8.0,264ffbe9b3e5996ccc05d3a5d9a93cb11a26cc7e
cassandra,0.0,8.0,570ac26fc657950c1eedbf0b31e580e8c47bc7e8
cassandra,0.0,8.0,2f05572dcdbb521fa30c0cf25b71fc747e842c5f
cassandra,0.0,8.0,8c7bc2fe8718d612fdbcf0f8b7e33554f17efcaa
cassandra,0.0,8.0,9a0bbc542b7dc73e30e6a648a82cf38ff2e39df9
cassandra,0.0,8.0,798db242c4480446df52481954e19994e39dcac5
cassandra,0.0,8.0,5b9c40245786cd043bd0ae80b164bf61010a4f53
cassandra,0.0,8.0,32f85c5bc0df3f1ba0d5904f9c1af45e45bbfa98
cassandra,0.0,8.0,be43a7c099436ae141d7390de9df53bc2942230f
cassandra,0.0,8.0,bc087008c1cd869e50a79febdb11351edfe48890
cassandra,0.0,8.0,03515c45e9f882e380b4fa1c8becd5b22de17ceb
cassandra,0.0,8.0,02d19c5e091dbdb6ba2edd0c4f85c79a901d8b64
cassandra,0.0,8.0,701828fd6a32387aa8ee63c9c725cf77062f7f2b
cassandra,0.0,8.0,d988e11e29358a4a22df5d3a62e1c1884a2f531e
cassandra,0.0,8.0,a0c4596e456a94ae339e979b73e399c6cb88a94d
cassandra,0.0,8.0,4ec9511421c42a925f0bedacbb17a7983bb4d2c3
cassandra,0.0,8.0,47cd73ef46ba851731491381582027966f590a27
cassandra,0.0,8.0,b03c68566873cb629eed71f9f80d57e874e943ec
cassandra,0.0,8.0,f4b3c01dffa486f881b98ee83556fc372de59850
cassandra,0.0,8.0,65cdc6551f8c2d8ca161d3373504d82210abd745
cassandra,0.0,8.0,921a8c463a04df7d67d7d722fc88605396f723e1
cassandra,0.0,8.0,381401af7095c9244abe81ff2c13617c1fdf975a
cassandra,0.0,8.0,9f5880cc59031044a19f915d56dbabb846a9b436
cassandra,0.0,8.0,05d4222cdb802aa46f976f0734827bf270fd1c6c
cassandra,0.0,8.0,2b3585a0327fb43f4e086dab536c28264a4dcf91
cassandra,0.0,8.0,80d3decdfe70b12422c24cd71405aecc5a02b97e
cassandra,0.0,8.0,cc0322fef8cfa526932d72784e261f0dea519516
cassandra,0.0,8.0,c048a5f07198b4e4a929a1bdb35335ce69fee8c1
cassandra,0.0,8.0,88020c432fe9516fc34e477f507b8b61aca9722c
cassandra,0.0,8.0,6d2f24cd63fd68732258849800e71637d70ec482
cassandra,0.0,8.0,16651d9ca86fb6ec5f6b8d11e7f98be8ec1908ff
cassandra,0.0,8.0,a287f42ceb1d5eac033e2db2201422801b772e99
cassandra,0.0,8.0,3bbfb06957608769640a13114058a574da9eccb6
cassandra,0.0,8.0,a234853e5ad12b3217a8d2f8d3282dd55222f5ec
cassandra,0.0,8.0,4d1af49b98e6c0cb6b1908645d321bd21b448e4c
cassandra,0.0,8.0,adbff64e2d345a5653d5b46cf8a08f8c35d2f5e7
cassandra,0.0,8.0,6d777b46f49e3f8af9b96911a4455bbeaac86ab2
cassandra,0.0,8.0,5e8361bbcb142e06b46bd72263b0826acc5b390f
cassandra,0.0,8.0,da53a3a050560b9a70f0c0a460ecb01540749ead
cassandra,0.0,8.0,f674bcc07220ea7accc086406f1d99cfa6578a5f
cassandra,0.0,8.0,264c7f01a3194313b14c311aeeb68b07bc80e89d
cassandra,0.0,8.0,11787dcef9142ac87732e06c9c0d3551d0ef5334
cassandra,0.0,8.0,6772d1aae6ecb8c6d53fecb662c8bad18d0fc935
cassandra,0.0,8.0,358475ae24a350e23e5c4a71d3d4f8ea49583fc5
cassandra,0.0,8.0,944ed31f60499fcb6e5558ac3feb1c2ef0729288
cassandra,0.0,8.0,6ea9d2af58a9e39f8f91c190ebe6631984d9339e
cassandra,0.0,8.0,04bb3e4b10498e1425a831070618dec7b0f51d32
cassandra,0.0,8.0,e62f62910d2865d5398636624aec88d0db5546f0
cassandra,0.0,8.0,8c925375a32d833ea846449287a8956352e12870
cassandra,0.0,8.0,f02b2ed0c16c74c91ccbad4135decc90340ef2c7
cassandra,0.0,8.0,cd1b798fa852b9a038ae234c5639c643a3c98d0a
cassandra,0.0,8.0,95809de5861b48eb6323381fa0756084fbb2ceeb
cassandra,0.0,8.0,a14f038559357d764abc2aaf09ab8c77dcd3feaa
cassandra,0.0,8.0,4b51718b7bec5701985c224b1d962c45b6de4ccc
cassandra,0.0,8.0,29586385253c471ecbd5fda0ed1d6e1c74a3eb1b
cassandra,0.0,8.0,d35e7061190275d97e4c61cb92ce23b7f89466bf
cassandra,0.0,8.0,a4a3285192d61aa679b4fc3a18c8e3664678bd57
cassandra,0.0,8.0,2efa95d8e8691fc4f76c37628e14946b9734c29c
cassandra,0.0,8.0,0a54a953d595dbdbe2a191a44ec850c4397cc67d
cassandra,0.0,8.0,3a0efde8d3fed5fcabd9de7ca6030ff9f54a19a6
cassandra,0.0,8.0,31dc6e30c704f880960ec5cd7cac417fde862f82
cassandra,0.0,8.0,725bfa95c78d832f5e9c3b74192790f558c458a3
cassandra,0.0,8.0,b1ed2d1520ff9445f5d250362608b524995c3aa0
cassandra,0.0,8.0,8f6eee0eae78b265387805822b6477b348765500
cassandra,0.0,8.0,0a57ece66911b293f0dfd38a81bf4c28aacf520d
cassandra,0.0,8.0,69ccc915cec623f7dc49d4006336993bc74e1ec2
cassandra,0.0,8.0,6a78ab1839c39758c3238df93640321476c43a71
cassandra,0.0,8.0,c81aab65e10bf915748318bc67ed232d42830703
cassandra,0.0,8.0,28a4b070a0a215ce586103fd50827eae7865b252
cassandra,0.0,8.0,f60187d4d56395f25c45ab26422ac8e7d72f5c9c
cassandra,0.0,8.0,2ff7c7de5f4618965230ecd12b0f2fcba7dabb13
cassandra,0.0,8.0,e6c5a28da940a086d0e786f1ad0288c0b0efa27d
cassandra,0.0,8.0,561ea4658f206ab5d67a1844943ee6a10675a4c5
cassandra,0.0,8.0,46c8f2f378876dcf285f90f139f8b814bfe3e7b2
cassandra,0.0,8.0,84acaa2ec51869316b2de0e1c1d3b3bf4ad63be1
cassandra,0.0,8.0,a590dac59c8a8893e98360bd9bc04bd05b348b49
