project,id,bfs,exp,priority,cost
accumulo,ACCUMULO-1044,1,402.0,4.0,1608.0
accumulo,ACCUMULO-1044,111,402.0,4.0,178488.0
accumulo,ACCUMULO-1044,2,402.0,4.0,3216.0
accumulo,ACCUMULO-1565,3,0.0,4.0,0.0
accumulo,ACCUMULO-1565,28,0.0,4.0,0.0
accumulo,ACCUMULO-1565,12,60.0,4.0,2880.0
accumulo,ACCUMULO-1565,39,201.0,4.0,31356.0
accumulo,ACCUMULO-1565,14,201.0,4.0,11256.0
accumulo,ACCUMULO-1565,2,0.0,4.0,0.0
accumulo,ACCUMULO-1251,2,402.0,4.0,3216.0
accumulo,ACCUMULO-1251,2,402.0,4.0,3216.0
accumulo,ACCUMULO-1243,2,201.0,4.0,1608.0
accumulo,ACCUMULO-1243,33,201.0,4.0,26532.0
accumulo,ACCUMULO-1243,17,201.0,4.0,13668.0
accumulo,ACCUMULO-1243,42,201.0,4.0,33768.0
accumulo,ACCUMULO-1040,6,201.0,4.0,4824.0
accumulo,ACCUMULO-1040,6,201.0,4.0,4824.0
accumulo,ACCUMULO-954,12,84.0,4.0,4032.0
accumulo,ACCUMULO-954,45,84.0,4.0,15120.0
accumulo,ACCUMULO-954,2,84.0,4.0,672.0
accumulo,ACCUMULO-954,85,84.0,4.0,28560.0
accumulo,ACCUMULO-1038,4,402.0,4.0,6432.0
accumulo,ACCUMULO-1112,24,402.0,4.0,38592.0
accumulo,ACCUMULO-1126,2,201.0,4.0,1608.0
accumulo,ACCUMULO-1110,17,402.0,4.0,27336.0
accumulo,ACCUMULO-1114,3,402.0,4.0,4824.0
accumulo,ACCUMULO-1114,8,107.0,4.0,3424.0
accumulo,ACCUMULO-1114,15,402.0,4.0,24120.0
accumulo,ACCUMULO-1111,15,107.0,4.0,6420.0
accumulo,ACCUMULO-1053,11,402.0,4.0,17688.0
accumulo,ACCUMULO-1053,16,402.0,4.0,25728.0
accumulo,ACCUMULO-1053,37,402.0,4.0,59496.0
accumulo,ACCUMULO-1053,4,402.0,4.0,6432.0
accumulo,ACCUMULO-1053,4,402.0,4.0,6432.0
accumulo,ACCUMULO-1053,5,402.0,4.0,8040.0
accumulo,ACCUMULO-1053,1,402.0,4.0,1608.0
accumulo,ACCUMULO-1053,5,402.0,4.0,8040.0
accumulo,ACCUMULO-1053,2,402.0,4.0,3216.0
accumulo,ACCUMULO-1053,13,402.0,4.0,20904.0
accumulo,ACCUMULO-1053,25,402.0,4.0,40200.0
accumulo,ACCUMULO-1053,12,402.0,4.0,19296.0
accumulo,ACCUMULO-1053,28,402.0,4.0,45024.0
accumulo,ACCUMULO-1053,28,402.0,4.0,45024.0
accumulo,ACCUMULO-1053,6,402.0,4.0,9648.0
accumulo,ACCUMULO-1046,2,402.0,4.0,3216.0
accumulo,ACCUMULO-844,4,84.0,4.0,1344.0
accumulo,ACCUMULO-844,4,84.0,4.0,1344.0
accumulo,ACCUMULO-408,7,402.0,4.0,11256.0
accumulo,ACCUMULO-408,10,402.0,4.0,16080.0
accumulo,ACCUMULO-408,14,402.0,4.0,22512.0
accumulo,ACCUMULO-408,7,402.0,4.0,11256.0
accumulo,ACCUMULO-160,8,402.0,4.0,12864.0
accumulo,ACCUMULO-160,28,23.0,4.0,2576.0
accumulo,ACCUMULO-160,28,23.0,4.0,2576.0
accumulo,ACCUMULO-516,5,84.0,4.0,1680.0
accumulo,ACCUMULO-516,5,84.0,4.0,1680.0
accumulo,ACCUMULO-516,115,84.0,4.0,38640.0
accumulo,ACCUMULO-516,115,84.0,4.0,38640.0
accumulo,ACCUMULO-826,45,84.0,4.0,15120.0
accumulo,ACCUMULO-826,52,84.0,4.0,17472.0
accumulo,ACCUMULO-782,10,84.0,4.0,3360.0
accumulo,ACCUMULO-782,10,84.0,4.0,3360.0
accumulo,ACCUMULO-779,18,84.0,4.0,6048.0
accumulo,ACCUMULO-779,18,84.0,4.0,6048.0
accumulo,ACCUMULO-409,9,84.0,4.0,3024.0
accumulo,ACCUMULO-409,2,84.0,4.0,672.0
accumulo,ACCUMULO-409,2,84.0,4.0,672.0
accumulo,ACCUMULO-639,15,201.0,4.0,12060.0
accumulo,ACCUMULO-424,2,119.0,4.0,952.0
accumulo,ACCUMULO-424,13,84.0,4.0,4368.0
accumulo,ACCUMULO-424,13,84.0,4.0,4368.0
accumulo,ACCUMULO-424,11,119.0,4.0,5236.0
accumulo,ACCUMULO-424,11,119.0,4.0,5236.0
accumulo,ACCUMULO-315,2,84.0,4.0,672.0
accumulo,ACCUMULO-315,20,84.0,4.0,6720.0
accumulo,ACCUMULO-315,5,119.0,4.0,2380.0
accumulo,ACCUMULO-315,5,119.0,4.0,2380.0
accumulo,ACCUMULO-315,5,119.0,4.0,2380.0
accumulo,ACCUMULO-315,5,119.0,4.0,2380.0
accumulo,ACCUMULO-315,125,84.0,4.0,42000.0
accumulo,ACCUMULO-315,7,84.0,4.0,2352.0
accumulo,ACCUMULO-315,145,119.0,4.0,69020.0
accumulo,ACCUMULO-315,145,119.0,4.0,69020.0
accumulo,ACCUMULO-315,160,119.0,4.0,76160.0
accumulo,ACCUMULO-315,3,119.0,4.0,1428.0
accumulo,ACCUMULO-6,17,84.0,4.0,5712.0
accumulo,ACCUMULO-72,28,84.0,4.0,9408.0
accumulo,ACCUMULO-1379,98,108.0,3.0,31752.0
accumulo,ACCUMULO-1379,6,190.0,3.0,3420.0
accumulo,ACCUMULO-1870,2,0.0,3.0,0.0
accumulo,ACCUMULO-1897,19,0.0,3.0,0.0
accumulo,ACCUMULO-1897,19,0.0,3.0,0.0
accumulo,ACCUMULO-1897,12,0.0,3.0,0.0
accumulo,ACCUMULO-422,6,84.0,3.0,1512.0
accumulo,ACCUMULO-422,24,84.0,3.0,6048.0
accumulo,ACCUMULO-422,24,84.0,3.0,6048.0
accumulo,ACCUMULO-422,60,84.0,3.0,15120.0
accumulo,ACCUMULO-422,29,84.0,3.0,7308.0
accumulo,ACCUMULO-2168,6,145.0,3.0,2610.0
accumulo,ACCUMULO-1866,5,418.0,3.0,6270.0
accumulo,ACCUMULO-1866,26,108.0,3.0,8424.0
accumulo,ACCUMULO-1866,11,247.0,3.0,8151.0
accumulo,ACCUMULO-1866,1,247.0,3.0,741.0
accumulo,ACCUMULO-2125,4,145.0,3.0,1740.0
accumulo,ACCUMULO-2125,2,190.0,3.0,1140.0
accumulo,ACCUMULO-2125,2,190.0,3.0,1140.0
accumulo,ACCUMULO-2125,2,190.0,3.0,1140.0
accumulo,ACCUMULO-2334,5,23.0,3.0,345.0
accumulo,ACCUMULO-2334,4,23.0,3.0,276.0
accumulo,ACCUMULO-2334,9,23.0,3.0,621.0
accumulo,ACCUMULO-2334,1,23.0,3.0,69.0
accumulo,ACCUMULO-2037,14,0.0,3.0,0.0
accumulo,ACCUMULO-2037,6,119.0,3.0,2142.0
accumulo,ACCUMULO-2037,20,0.0,3.0,0.0
accumulo,ACCUMULO-2037,88,0.0,3.0,0.0
accumulo,ACCUMULO-2037,3,0.0,3.0,0.0
accumulo,ACCUMULO-2037,1,0.0,3.0,0.0
accumulo,ACCUMULO-2455,2,108.0,3.0,648.0
accumulo,ACCUMULO-2455,2,418.0,3.0,2508.0
accumulo,ACCUMULO-2455,13,145.0,3.0,5655.0
accumulo,ACCUMULO-1878,21,0.0,3.0,0.0
accumulo,ACCUMULO-1878,24,0.0,3.0,0.0
accumulo,ACCUMULO-1421,30,402.0,3.0,36180.0
accumulo,ACCUMULO-1421,17,402.0,3.0,20502.0
accumulo,ACCUMULO-1421,17,402.0,3.0,20502.0
accumulo,ACCUMULO-1421,9,60.0,3.0,1620.0
accumulo,ACCUMULO-1421,9,60.0,3.0,1620.0
accumulo,ACCUMULO-1421,2,60.0,3.0,360.0
accumulo,ACCUMULO-1421,4,13.0,3.0,156.0
accumulo,ACCUMULO-2082,51,247.0,3.0,37791.0
accumulo,ACCUMULO-2082,6,157.0,3.0,2826.0
accumulo,ACCUMULO-2428,21,201.0,3.0,12663.0
accumulo,ACCUMULO-1401,7,2.0,3.0,42.0
accumulo,ACCUMULO-1852,2,3.0,3.0,18.0
accumulo,ACCUMULO-1852,1,108.0,3.0,324.0
accumulo,ACCUMULO-2382,3,0.0,3.0,0.0
accumulo,ACCUMULO-2382,9,0.0,3.0,0.0
accumulo,ACCUMULO-1889,254,84.0,3.0,64008.0
accumulo,ACCUMULO-1889,254,0.0,3.0,0.0
accumulo,ACCUMULO-1889,2,0.0,3.0,0.0
accumulo,ACCUMULO-2042,2,0.0,3.0,0.0
accumulo,ACCUMULO-2042,2,0.0,3.0,0.0
accumulo,ACCUMULO-2042,2,0.0,3.0,0.0
accumulo,ACCUMULO-2042,2,0.0,3.0,0.0
accumulo,ACCUMULO-1874,4,108.0,3.0,1296.0
accumulo,ACCUMULO-1874,5,87.0,3.0,1305.0
accumulo,ACCUMULO-1874,5,87.0,3.0,1305.0
accumulo,ACCUMULO-314,2,84.0,3.0,504.0
accumulo,ACCUMULO-314,2,84.0,3.0,504.0
accumulo,ACCUMULO-314,5,84.0,3.0,1260.0
accumulo,ACCUMULO-314,5,84.0,3.0,1260.0
accumulo,ACCUMULO-606,16,107.0,3.0,5136.0
accumulo,ACCUMULO-2293,12,23.0,3.0,828.0
accumulo,ACCUMULO-654,2,48.0,3.0,288.0
accumulo,ACCUMULO-654,2,48.0,3.0,288.0
accumulo,ACCUMULO-2208,2,107.0,3.0,642.0
accumulo,ACCUMULO-2437,17,0.0,3.0,0.0
accumulo,ACCUMULO-1520,2,0.0,3.0,0.0
accumulo,ACCUMULO-1520,2,78.0,3.0,468.0
accumulo,ACCUMULO-335,36,108.0,3.0,11664.0
accumulo,ACCUMULO-1854,81,0.0,3.0,0.0
accumulo,ACCUMULO-1854,18,0.0,3.0,0.0
accumulo,ACCUMULO-1854,198,0.0,3.0,0.0
accumulo,ACCUMULO-1854,16,0.0,3.0,0.0
accumulo,ACCUMULO-1854,19,0.0,3.0,0.0
accumulo,ACCUMULO-1854,34,0.0,3.0,0.0
accumulo,ACCUMULO-1854,387,0.0,3.0,0.0
accumulo,ACCUMULO-1854,12,0.0,3.0,0.0
accumulo,ACCUMULO-1854,132,0.0,3.0,0.0
accumulo,ACCUMULO-1854,5,0.0,3.0,0.0
accumulo,ACCUMULO-1854,38,0.0,3.0,0.0
accumulo,ACCUMULO-1854,18,0.0,3.0,0.0
accumulo,ACCUMULO-1854,26,0.0,3.0,0.0
accumulo,ACCUMULO-1884,4,40.0,3.0,480.0
accumulo,ACCUMULO-1839,2,40.0,3.0,240.0
accumulo,ACCUMULO-1987,5,3.0,3.0,45.0
accumulo,ACCUMULO-2197,12,107.0,3.0,3852.0
accumulo,ACCUMULO-2197,4235,107.0,3.0,1359435.0
accumulo,ACCUMULO-2197,121,107.0,3.0,38841.0
accumulo,ACCUMULO-2182,13,0.0,3.0,0.0
accumulo,ACCUMULO-2182,13,0.0,3.0,0.0
accumulo,ACCUMULO-2182,6,0.0,3.0,0.0
accumulo,ACCUMULO-2440,8,157.0,3.0,3768.0
accumulo,ACCUMULO-1162,1,107.0,3.0,321.0
accumulo,ACCUMULO-1162,1,107.0,3.0,321.0
accumulo,ACCUMULO-2165,13,190.0,3.0,7410.0
accumulo,ACCUMULO-2198,4,0.0,3.0,0.0
accumulo,ACCUMULO-295,10,107.0,3.0,3210.0
accumulo,ACCUMULO-2110,4,145.0,3.0,1740.0
accumulo,ACCUMULO-334,11,84.0,3.0,2772.0
accumulo,ACCUMULO-334,11,84.0,3.0,2772.0
accumulo,ACCUMULO-334,83,84.0,3.0,20916.0
accumulo,ACCUMULO-334,23,84.0,3.0,5796.0
accumulo,ACCUMULO-334,32,84.0,3.0,8064.0
accumulo,ACCUMULO-334,59,84.0,3.0,14868.0
accumulo,ACCUMULO-334,32,48.0,3.0,4608.0
accumulo,ACCUMULO-334,2,119.0,3.0,714.0
accumulo,ACCUMULO-334,2,119.0,3.0,714.0
accumulo,ACCUMULO-334,15,119.0,3.0,5355.0
accumulo,ACCUMULO-334,14,84.0,3.0,3528.0
accumulo,ACCUMULO-334,32,84.0,3.0,8064.0
accumulo,ACCUMULO-2194,2,0.0,3.0,0.0
accumulo,ACCUMULO-2319,21,0.0,3.0,0.0
accumulo,ACCUMULO-2401,241,0.0,3.0,0.0
accumulo,ACCUMULO-2401,2,0.0,3.0,0.0
accumulo,ACCUMULO-2425,11,107.0,3.0,3531.0
accumulo,ACCUMULO-2318,2,190.0,3.0,1140.0
accumulo,ACCUMULO-2429,14,40.0,3.0,1680.0
accumulo,ACCUMULO-2270,11,0.0,3.0,0.0
accumulo,ACCUMULO-1440,31,60.0,3.0,5580.0
accumulo,ACCUMULO-1440,2,60.0,3.0,360.0
accumulo,ACCUMULO-2316,61,190.0,3.0,34770.0
accumulo,ACCUMULO-2316,4,190.0,3.0,2280.0
accumulo,ACCUMULO-2316,4,190.0,3.0,2280.0
accumulo,ACCUMULO-2390,37,0.0,3.0,0.0
accumulo,ACCUMULO-2404,34,0.0,3.0,0.0
accumulo,ACCUMULO-2301,3,0.0,3.0,0.0
accumulo,ACCUMULO-2405,8,145.0,3.0,3480.0
accumulo,ACCUMULO-2405,7,145.0,3.0,3045.0
accumulo,ACCUMULO-2393,8,145.0,3.0,3480.0
accumulo,ACCUMULO-2354,3,145.0,3.0,1305.0
accumulo,ACCUMULO-2246,4,247.0,3.0,2964.0
accumulo,ACCUMULO-2406,4,247.0,3.0,2964.0
accumulo,ACCUMULO-2400,33,145.0,3.0,14355.0
accumulo,ACCUMULO-230,5,119.0,3.0,1785.0
accumulo,ACCUMULO-230,13,119.0,3.0,4641.0
accumulo,ACCUMULO-230,48,119.0,3.0,17136.0
accumulo,ACCUMULO-230,17,119.0,3.0,6069.0
accumulo,ACCUMULO-230,2,119.0,3.0,714.0
accumulo,ACCUMULO-58,2,201.0,3.0,1206.0
accumulo,ACCUMULO-360,14,201.0,3.0,8442.0
accumulo,ACCUMULO-827,4,23.0,3.0,276.0
accumulo,ACCUMULO-827,15,23.0,3.0,1035.0
accumulo,ACCUMULO-827,26,23.0,3.0,1794.0
accumulo,ACCUMULO-827,10,23.0,3.0,690.0
accumulo,ACCUMULO-827,19,23.0,3.0,1311.0
accumulo,ACCUMULO-827,1,23.0,3.0,69.0
accumulo,ACCUMULO-889,2,119.0,3.0,714.0
accumulo,ACCUMULO-889,2,0.0,3.0,0.0
accumulo,ACCUMULO-1978,11,247.0,3.0,8151.0
accumulo,ACCUMULO-2387,6,0.0,3.0,0.0
accumulo,ACCUMULO-2324,2,0.0,3.0,0.0
accumulo,ACCUMULO-2322,2,40.0,3.0,240.0
accumulo,ACCUMULO-915,2,28.0,3.0,168.0
accumulo,ACCUMULO-915,2,28.0,3.0,168.0
accumulo,ACCUMULO-2091,23,157.0,3.0,10833.0
accumulo,ACCUMULO-2090,12,157.0,3.0,5652.0
accumulo,ACCUMULO-2332,2,23.0,3.0,138.0
accumulo,ACCUMULO-2332,31,23.0,3.0,2139.0
accumulo,ACCUMULO-2261,58,0.0,3.0,0.0
accumulo,ACCUMULO-2261,11,0.0,3.0,0.0
accumulo,ACCUMULO-2092,14,108.0,3.0,4536.0
accumulo,ACCUMULO-1989,4,108.0,3.0,1296.0
accumulo,ACCUMULO-1577,2,0.0,3.0,0.0
accumulo,ACCUMULO-1577,2,0.0,3.0,0.0
accumulo,ACCUMULO-1605,105,0.0,3.0,0.0
accumulo,ACCUMULO-1605,1,0.0,3.0,0.0
accumulo,ACCUMULO-1605,10,0.0,3.0,0.0
accumulo,ACCUMULO-1821,7,0.0,3.0,0.0
accumulo,ACCUMULO-2312,2,190.0,3.0,1140.0
accumulo,ACCUMULO-2312,4,190.0,3.0,2280.0
accumulo,ACCUMULO-2312,4,190.0,3.0,2280.0
accumulo,ACCUMULO-1917,51,190.0,3.0,29070.0
accumulo,ACCUMULO-1917,115,190.0,3.0,65550.0
accumulo,ACCUMULO-2306,9,190.0,3.0,5130.0
accumulo,ACCUMULO-2298,2,190.0,3.0,1140.0
accumulo,ACCUMULO-2295,2,190.0,3.0,1140.0
accumulo,ACCUMULO-2295,2,190.0,3.0,1140.0
accumulo,ACCUMULO-2220,7,28.0,3.0,588.0
accumulo,ACCUMULO-2289,6,190.0,3.0,3420.0
accumulo,ACCUMULO-2096,7,190.0,3.0,3990.0
accumulo,ACCUMULO-2096,11,190.0,3.0,6270.0
accumulo,ACCUMULO-2096,26,190.0,3.0,14820.0
accumulo,ACCUMULO-2096,26,157.0,3.0,12246.0
accumulo,ACCUMULO-2086,7,190.0,3.0,3990.0
accumulo,ACCUMULO-2086,11,190.0,3.0,6270.0
accumulo,ACCUMULO-2086,20,190.0,3.0,11400.0
accumulo,ACCUMULO-2086,16,190.0,3.0,9120.0
accumulo,ACCUMULO-2086,16,157.0,3.0,7536.0
accumulo,ACCUMULO-2086,20,157.0,3.0,9420.0
accumulo,ACCUMULO-2260,13,190.0,3.0,7410.0
accumulo,ACCUMULO-2260,15,190.0,3.0,8550.0
accumulo,ACCUMULO-2012,11,190.0,3.0,6270.0
accumulo,ACCUMULO-2121,4,190.0,3.0,2280.0
accumulo,ACCUMULO-2154,11,7.0,3.0,231.0
accumulo,ACCUMULO-2173,436,247.0,3.0,323076.0
accumulo,ACCUMULO-2183,2,23.0,3.0,138.0
accumulo,ACCUMULO-2183,2,23.0,3.0,138.0
accumulo,ACCUMULO-2245,3,23.0,3.0,207.0
accumulo,ACCUMULO-2250,4,0.0,3.0,0.0
accumulo,ACCUMULO-2196,3,7.0,3.0,63.0
accumulo,ACCUMULO-2206,2,145.0,3.0,870.0
accumulo,ACCUMULO-2206,118,145.0,3.0,51330.0
accumulo,ACCUMULO-1661,11,0.0,3.0,0.0
accumulo,ACCUMULO-2230,10,0.0,3.0,0.0
accumulo,ACCUMULO-1983,25,157.0,3.0,11775.0
accumulo,ACCUMULO-2209,3,145.0,3.0,1305.0
accumulo,ACCUMULO-2209,2,190.0,3.0,1140.0
accumulo,ACCUMULO-1123,6,0.0,3.0,0.0
accumulo,ACCUMULO-1123,1,107.0,3.0,321.0
accumulo,ACCUMULO-1123,1,107.0,3.0,321.0
accumulo,ACCUMULO-1123,2,107.0,3.0,642.0
accumulo,ACCUMULO-1123,2,107.0,3.0,642.0
accumulo,ACCUMULO-2104,13,40.0,3.0,1560.0
accumulo,ACCUMULO-2104,13,40.0,3.0,1560.0
accumulo,ACCUMULO-2104,13,157.0,3.0,6123.0
accumulo,ACCUMULO-2106,13,40.0,3.0,1560.0
accumulo,ACCUMULO-2106,13,40.0,3.0,1560.0
accumulo,ACCUMULO-2106,13,157.0,3.0,6123.0
accumulo,ACCUMULO-2167,2,247.0,3.0,1482.0
accumulo,ACCUMULO-2174,8,23.0,3.0,552.0
accumulo,ACCUMULO-2172,58,0.0,3.0,0.0
accumulo,ACCUMULO-2013,5,190.0,3.0,2850.0
accumulo,ACCUMULO-2022,18,157.0,3.0,8478.0
accumulo,ACCUMULO-2032,5,5.0,3.0,75.0
accumulo,ACCUMULO-679,9,107.0,3.0,2889.0
accumulo,ACCUMULO-679,9,107.0,3.0,2889.0
accumulo,ACCUMULO-2036,2,157.0,3.0,942.0
accumulo,ACCUMULO-2093,5,108.0,3.0,1620.0
accumulo,ACCUMULO-2093,10,108.0,3.0,3240.0
accumulo,ACCUMULO-1944,2,0.0,3.0,0.0
accumulo,ACCUMULO-1944,20,0.0,3.0,0.0
accumulo,ACCUMULO-2102,7,157.0,3.0,3297.0
accumulo,ACCUMULO-1743,5,145.0,3.0,2175.0
accumulo,ACCUMULO-1743,62,145.0,3.0,26970.0
accumulo,ACCUMULO-1994,4,0.0,3.0,0.0
accumulo,ACCUMULO-1993,4,0.0,3.0,0.0
accumulo,ACCUMULO-2029,1,145.0,3.0,435.0
accumulo,ACCUMULO-2029,16,145.0,3.0,6960.0
accumulo,ACCUMULO-2085,3,157.0,3.0,1413.0
accumulo,ACCUMULO-1965,4,108.0,3.0,1296.0
accumulo,ACCUMULO-1088,13,402.0,3.0,15678.0
accumulo,ACCUMULO-1088,13,402.0,3.0,15678.0
accumulo,ACCUMULO-2112,1,0.0,3.0,0.0
accumulo,ACCUMULO-2105,6,145.0,3.0,2610.0
accumulo,ACCUMULO-2101,5,157.0,3.0,2355.0
accumulo,ACCUMULO-2067,14,157.0,3.0,6594.0
accumulo,ACCUMULO-2067,15,157.0,3.0,7065.0
accumulo,ACCUMULO-2074,5,145.0,3.0,2175.0
accumulo,ACCUMULO-2074,2,145.0,3.0,870.0
accumulo,ACCUMULO-2073,32,157.0,3.0,15072.0
accumulo,ACCUMULO-1997,5,0.0,3.0,0.0
accumulo,ACCUMULO-1593,3,0.0,3.0,0.0
accumulo,ACCUMULO-2068,2,157.0,3.0,942.0
accumulo,ACCUMULO-2058,8,0.0,3.0,0.0
accumulo,ACCUMULO-1980,4,190.0,3.0,2280.0
accumulo,ACCUMULO-1980,2,190.0,3.0,1140.0
accumulo,ACCUMULO-1986,7,0.0,3.0,0.0
accumulo,ACCUMULO-1986,13,0.0,3.0,0.0
accumulo,ACCUMULO-1986,13,0.0,3.0,0.0
accumulo,ACCUMULO-2035,6,190.0,3.0,3420.0
accumulo,ACCUMULO-2024,2,5.0,3.0,30.0
accumulo,ACCUMULO-1990,15,190.0,3.0,8550.0
accumulo,ACCUMULO-1896,8,0.0,3.0,0.0
accumulo,ACCUMULO-1896,23,0.0,3.0,0.0
accumulo,ACCUMULO-1999,2,23.0,3.0,138.0
accumulo,ACCUMULO-1958,58,0.0,3.0,0.0
accumulo,ACCUMULO-324,8,108.0,3.0,2592.0
accumulo,ACCUMULO-324,22,3.0,3.0,198.0
accumulo,ACCUMULO-1893,2,0.0,3.0,0.0
accumulo,ACCUMULO-1941,90,108.0,3.0,29160.0
accumulo,ACCUMULO-1939,2,108.0,3.0,648.0
accumulo,ACCUMULO-1244,2,402.0,3.0,2412.0
accumulo,ACCUMULO-1244,27,60.0,3.0,4860.0
accumulo,ACCUMULO-1244,5,60.0,3.0,900.0
accumulo,ACCUMULO-1823,2,145.0,3.0,870.0
accumulo,ACCUMULO-1823,7,145.0,3.0,3045.0
accumulo,ACCUMULO-1823,7,145.0,3.0,3045.0
accumulo,ACCUMULO-1823,2,247.0,3.0,1482.0
accumulo,ACCUMULO-1563,2,119.0,3.0,714.0
accumulo,ACCUMULO-1914,12,0.0,3.0,0.0
accumulo,ACCUMULO-1903,17,0.0,3.0,0.0
accumulo,ACCUMULO-1819,1,0.0,3.0,0.0
accumulo,ACCUMULO-1819,1,0.0,3.0,0.0
accumulo,ACCUMULO-1819,6,0.0,3.0,0.0
accumulo,ACCUMULO-1881,2,87.0,3.0,522.0
accumulo,ACCUMULO-1434,13,0.0,3.0,0.0
accumulo,ACCUMULO-1862,6,145.0,3.0,2610.0
accumulo,ACCUMULO-1846,2,108.0,3.0,648.0
accumulo,ACCUMULO-1650,37,108.0,3.0,11988.0
accumulo,ACCUMULO-1650,91,247.0,3.0,67431.0
accumulo,ACCUMULO-1514,7,190.0,3.0,3990.0
accumulo,ACCUMULO-1514,119,190.0,3.0,67830.0
accumulo,ACCUMULO-1681,4,190.0,3.0,2280.0
accumulo,ACCUMULO-1587,4,0.0,3.0,0.0
accumulo,ACCUMULO-1803,295,145.0,3.0,128325.0
accumulo,ACCUMULO-1803,168,145.0,3.0,73080.0
accumulo,ACCUMULO-1584,6,0.0,3.0,0.0
accumulo,ACCUMULO-1740,6,0.0,3.0,0.0
accumulo,ACCUMULO-1735,61,145.0,3.0,26535.0
accumulo,ACCUMULO-1788,1,145.0,3.0,435.0
accumulo,ACCUMULO-1786,5,0.0,3.0,0.0
accumulo,ACCUMULO-847,3,119.0,3.0,1071.0
accumulo,ACCUMULO-847,4,119.0,3.0,1428.0
accumulo,ACCUMULO-847,3,119.0,3.0,1071.0
accumulo,ACCUMULO-1776,29,10.0,3.0,870.0
accumulo,ACCUMULO-1626,1,84.0,3.0,252.0
accumulo,ACCUMULO-1410,15,190.0,3.0,8550.0
accumulo,ACCUMULO-1428,24,2.0,3.0,144.0
accumulo,ACCUMULO-1277,12,84.0,3.0,3024.0
accumulo,ACCUMULO-1345,3,247.0,3.0,2223.0
accumulo,ACCUMULO-1345,2,247.0,3.0,1482.0
accumulo,ACCUMULO-1558,8,201.0,3.0,4824.0
accumulo,ACCUMULO-1698,2,0.0,3.0,0.0
accumulo,ACCUMULO-1698,2,0.0,3.0,0.0
accumulo,ACCUMULO-1698,2,0.0,3.0,0.0
accumulo,ACCUMULO-1700,8,78.0,3.0,1872.0
accumulo,ACCUMULO-1618,2,107.0,3.0,642.0
accumulo,ACCUMULO-1668,128,108.0,3.0,41472.0
accumulo,ACCUMULO-1252,6,119.0,3.0,2142.0
accumulo,ACCUMULO-1544,2,107.0,3.0,642.0
accumulo,ACCUMULO-1544,2,107.0,3.0,642.0
accumulo,ACCUMULO-1544,2,107.0,3.0,642.0
accumulo,ACCUMULO-829,13,108.0,3.0,4212.0
accumulo,ACCUMULO-829,4,247.0,3.0,2964.0
accumulo,ACCUMULO-829,4,108.0,3.0,1296.0
accumulo,ACCUMULO-888,10,402.0,3.0,12060.0
accumulo,ACCUMULO-1651,15,145.0,3.0,6525.0
accumulo,ACCUMULO-1629,5,145.0,3.0,2175.0
accumulo,ACCUMULO-1629,7,145.0,3.0,3045.0
accumulo,ACCUMULO-1629,6,145.0,3.0,2610.0
accumulo,ACCUMULO-1629,94,247.0,3.0,69654.0
accumulo,ACCUMULO-1312,3,108.0,3.0,972.0
accumulo,ACCUMULO-1312,27,108.0,3.0,8748.0
accumulo,ACCUMULO-1312,7,108.0,3.0,2268.0
accumulo,ACCUMULO-1616,2,108.0,3.0,648.0
accumulo,ACCUMULO-1586,1,0.0,3.0,0.0
accumulo,ACCUMULO-1267,10,0.0,3.0,0.0
accumulo,ACCUMULO-1518,5,84.0,3.0,1260.0
accumulo,ACCUMULO-873,40,78.0,3.0,9360.0
accumulo,ACCUMULO-1529,3,108.0,3.0,972.0
accumulo,ACCUMULO-523,134,119.0,3.0,47838.0
accumulo,ACCUMULO-523,6,119.0,3.0,2142.0
accumulo,ACCUMULO-1513,20,402.0,3.0,24120.0
accumulo,ACCUMULO-1505,3,28.0,3.0,252.0
accumulo,ACCUMULO-1505,3,28.0,3.0,252.0
accumulo,ACCUMULO-1505,11,28.0,3.0,924.0
accumulo,ACCUMULO-1505,3,28.0,3.0,252.0
accumulo,ACCUMULO-1213,3,119.0,3.0,1071.0
accumulo,ACCUMULO-1473,30,84.0,3.0,7560.0
accumulo,ACCUMULO-1477,33,84.0,3.0,8316.0
accumulo,ACCUMULO-1465,17,78.0,3.0,3978.0
accumulo,ACCUMULO-1465,17,78.0,3.0,3978.0
accumulo,ACCUMULO-513,12,201.0,3.0,7236.0
accumulo,ACCUMULO-513,9,201.0,3.0,5427.0
accumulo,ACCUMULO-1474,6,107.0,3.0,1926.0
accumulo,ACCUMULO-1474,6,107.0,3.0,1926.0
accumulo,ACCUMULO-1424,2,119.0,3.0,714.0
accumulo,ACCUMULO-1424,2,119.0,3.0,714.0
accumulo,ACCUMULO-1443,5,60.0,3.0,900.0
accumulo,ACCUMULO-1443,5,60.0,3.0,900.0
accumulo,ACCUMULO-1436,31,60.0,3.0,5580.0
accumulo,ACCUMULO-1436,31,60.0,3.0,5580.0
accumulo,ACCUMULO-1441,3,78.0,3.0,702.0
accumulo,ACCUMULO-1441,3,78.0,3.0,702.0
accumulo,ACCUMULO-1429,2,119.0,3.0,714.0
accumulo,ACCUMULO-1404,36,60.0,3.0,6480.0
accumulo,ACCUMULO-1404,36,60.0,3.0,6480.0
accumulo,ACCUMULO-1404,46,60.0,3.0,8280.0
accumulo,ACCUMULO-1404,2,402.0,3.0,2412.0
