Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Component/s,Due Date,Votes,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Link),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Last public comment date),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Severity),Custom field (Severity),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Test and Documentation Plan),Custom field (Testcase included),Comment
Cxf client - NTLM Authentication - too many redirects exception,ACCUMULO-4853,13177392,Bug,Closed,ACCUMULO,Accumulo,software,mjwall,"Accumulo is a sorted, distributed key/value store based on Google's BigTable design. It is built on top of Apache Hadoop, Zookeeper, and Thrift. It features a few novel improvements on the BigTable design in the form of cell-level access labels and a server-side programming mechanism that can modify key/value pairs at various points in the data management process.",https://accumulo.apache.org/,Major,Fixed,,Cxfuser_again,Cxfuser_again,07/Aug/18 13:07,08/Jan/19 02:17,14/Mar/19 02:37,07/Aug/18 14:16,2.0.0,server-base,,0," 

{{Following code throws Protocol exception - too many redirects }}

{{Caused by: java.net.ProtocolException: Server redirected too many times (20) at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1914) ~[?:1.8.0] at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1504) ~[?:1.8.0] at com.ibm.net.ssl.www2.protocol.https.b.getInputStream(b.java:35) ~[?:8.0 build_20180213] at org.apache.xerces.impl.XMLEntityManager.setupCurrentEntity(Unknown Source) ~[?:?] at org.apache.xerces.impl.XMLVersionDetector.determineDocVersion(Unknown Source) ~[?:?] at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source) ~[?:?] at org.apache.xerces.parsers.XML11Configuratio}}

{{---------+}}

{{System.setProperty(""http.auth.ntlm.domain"", ""BLA""); CookieHandler.setDefault(new CookieManager(null, CookiePolicy.ACCEPT_ALL)); Authenticator.setDefault(new MyAuthenticator()); System.out.println(""Hello from here""); URL url = null; try { url = new URL(""https://bla.com/ews""); } catch (MalformedURLException e) { e.printStackTrace(); } ExchangeWebService ex = new ExchangeWebService(url); Client client = org.apache.cxf.frontend.ClientProxy.getClient(ex.getExchangeWebPort()); HTTPConduit conduit = (HTTPConduit) client.getConduit(); HTTPClientPolicy httpClientPolicy = new HTTPClientPolicy(); httpClientPolicy.setConnectionTimeout(36000); httpClientPolicy.setAllowChunking(false); conduit.setClient(httpClientPolicy); ex.getExchangeWebPort().getFolder(request, impersonation, mailboxCulture, requestVersion, timeZoneContext, getFolderResult, serverVersion); static class MyAuthenticator extends Authenticator { public PasswordAuthentication getPasswordAuthentication() { System.out.println(""Feeding username and password for "" + getRequestingScheme()); return (new PasswordAuthentication(kuser, kpass.toCharArray())); } }}}",,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,https://stackoverflow.com/questions/51718627/apache-cxf-ntlm-authentcation-server-redirected-too-many-times,,,,,,,,9223372036854775807,,,Tue Aug 07 14:16:04 UTC 2018,,,,,,0|i3ws3r:,9223372036854775807,,,,,,,,07/Aug/18 14:16;Cxfuser_again;wrong forum
